ID_CPA,CD_CPA,DS_CPA,LIVELLO,TI_BENE_SERVIZIO,FL_UTILIZZABILE,UTCR,UTUV,PG_VER_REC
81565,"267023","Dispositivi a cristalli liquidi; laser, diversi dai diodi laser; altri apparecchi e strumenti di ottica n.c.a.",6,"B","N","SYSTEM","SYSTEM","1"
81566,"267024","Parti ed accessori di binocoli, cannocchiali ed altri telescopi ottici, di altri strumenti di astronomia e di microscopi ottici",6,"B","N","SYSTEM","SYSTEM","1"
81567,"267025","Parti ed accessori di dispositivi a cristalli liquidi, laser, diversi dai diodi laser, altri apparecchi e strumenti di ottica n.c.a.",6,"B","N","SYSTEM","SYSTEM","1"
81568,"267099","Attivita in subfornitura nell'?ambito della produzione di strumenti ottici e di attrezzature fotografiche",6,"S","N","SYSTEM","SYSTEM","1"
81569,"268011","Supporti magnetici, vergini, escluse le carte a pista magnetica",6,"B","N","SYSTEM","SYSTEM","1"
81570,"268012","Supporti ottici, vergini",6,"B","N","SYSTEM","SYSTEM","1"
81571,"268013","Altri supporti per la registrazione, comprese matrici e master per la fabbricazione di dischi",6,"B","N","SYSTEM","SYSTEM","1"
81572,"268014","Carte a pista magnetica",6,"B","N","SYSTEM","SYSTEM","1"
81573,"268099","Attivita in subfornitura nell'?ambito della produzione di supporti magnetici e ottici",6,"S","N","SYSTEM","SYSTEM","1"
81574,"271110","Motori di potenza inferiore o uguale a 37,5 W; altri motori a corrente continua; generatori a corrente continua",6,"B","N","SYSTEM","SYSTEM","1"
81575,"271121","Motori universali a corrente continua o alternata di potenza superiore a 37,5 W",6,"B","N","SYSTEM","SYSTEM","1"
81576,"271122","Motori a corrente alternata, monofase",6,"B","N","SYSTEM","SYSTEM","1"
81577,"271123","Motori a corrente alternata, polifase, di potenza inferiore o uguale a 750 W",6,"B","N","SYSTEM","SYSTEM","1"
81578,"271124","Motori a corrente alternata, polifase, di potenza superiore a 750 W ma inferiore o uguale a 75 kW",6,"B","N","SYSTEM","SYSTEM","1"
81579,"271125","Motori a corrente alternata, polifase, di potenza superiore a 75 kW",6,"B","N","SYSTEM","SYSTEM","1"
81580,"271126","Generatori a corrente alternata (alternatori)",6,"B","N","SYSTEM","SYSTEM","1"
81581,"271131","Gruppi elettrogeni con motore a pistone con accensione per compressione",6,"B","N","SYSTEM","SYSTEM","1"
81582,"271132","Gruppi elettrogeni con motore con accensione a scintilla; altri gruppi elettrogeni; convertitori rotanti elettrici",6,"B","N","SYSTEM","SYSTEM","1"
81583,"271141","Trasformatori con dielettrico liquido",6,"B","N","SYSTEM","SYSTEM","1"
81584,"271142","Altri trasformatori, di potenza inferiore o uguale a 16 kVA",6,"B","N","SYSTEM","SYSTEM","1"
81585,"271143","Altri trasformatori, di potenza superiore a 16 kVA",6,"B","N","SYSTEM","SYSTEM","1"
81586,"271150","Ballast per lampade o tubi a scarica; convertitori statici; altri induttori",6,"B","N","SYSTEM","SYSTEM","1"
81587,"271161","Parti specifiche per motori e generatori elettrici",6,"B","N","SYSTEM","SYSTEM","1"
81588,"271162","Parti di trasformatori, induttori e convertitori statici",6,"B","N","SYSTEM","SYSTEM","1"
81589,"271199","Attivita in subfornitura nell'?ambito della produzione di motori, generatori e trasformatori elettrici",6,"S","N","SYSTEM","SYSTEM","1"
81590,"271210","Apparecchi per l'?finterruzione o la protezione di circuiti elettrici, per tensioni superiori a 1 000 V",6,"B","N","SYSTEM","SYSTEM","1"
81591,"271221","Fusibili, per tensioni inferiori o uguali a 1 000 V",6,"B","N","SYSTEM","SYSTEM","1"
81592,"271222","Interruttori automatici, per tensioni inferiori o uguali a 1 000 V",6,"B","N","SYSTEM","SYSTEM","1"
82249,"429911","Impianti per attivita estrattive e manifatturiere",6,"S","N","SYSTEM","SYSTEM","1"
82250,"429912","Impianti sportivi e ricreativi",6,"S","N","SYSTEM","SYSTEM","1"
82251,"429919","Altre opere di genio civile n.c.a.",6,"S","N","SYSTEM","SYSTEM","1"
82252,"429921","Lavori di costruzione per attivita estrattive e manifatturiere",6,"S","N","SYSTEM","SYSTEM","1"
82253,"429922","Lavori di costruzione di strutture per stadi e terreni sportivi",6,"S","N","SYSTEM","SYSTEM","1"
82254,"429929","Lavori di costruzione per altre opere di genio civile n.c.a.",6,"S","N","SYSTEM","SYSTEM","1"
82255,"431110","Lavori di demolizione",6,"S","N","SYSTEM","SYSTEM","1"
82256,"431211","Lavori di preparazione del suolo e del terreno; lavori di sgombero",6,"S","N","SYSTEM","SYSTEM","1"
82257,"431212","Lavori di scavo e di movimento terra",6,"S","N","SYSTEM","SYSTEM","1"
82258,"431310","Lavori di trivellazione e perforazione",6,"S","N","SYSTEM","SYSTEM","1"
82259,"432110","Lavori di installazione di impianti elettrici",6,"S","N","SYSTEM","SYSTEM","1"
82260,"432211","Lavori di installazione di impianti idraulici e fognature",6,"S","N","SYSTEM","SYSTEM","1"
82261,"432212","Lavori di installazione di impianti di riscaldamento, ventilazione e condizionamento dell'?faria",6,"S","N","SYSTEM","SYSTEM","1"
82262,"432220","Lavori di installazione di raccordi per il gas",6,"S","N","SYSTEM","SYSTEM","1"
82263,"432911","Lavori di isolamento",6,"S","N","SYSTEM","SYSTEM","1"
82264,"432912","Lavori di installazione di recinzioni e cancellate",6,"S","N","SYSTEM","SYSTEM","1"
82265,"432919","Altri lavori di installazione n.c.a.",6,"S","N","SYSTEM","SYSTEM","1"
82266,"433110","Lavori di intonacatura",6,"S","N","SYSTEM","SYSTEM","1"
82267,"433210","Posa in opera di infissi",6,"S","N","SYSTEM","SYSTEM","1"
82268,"433310","Posa in opera di piastrelle",6,"S","N","SYSTEM","SYSTEM","1"
82269,"433321","Opere in terrazzo, marmo, granito e ardesia",6,"S","N","SYSTEM","SYSTEM","1"
82270,"433329","Posa in opera di altri rivestimenti per pavimenti e muri, e di carta da parati n.c.a.",6,"S","N","SYSTEM","SYSTEM","1"
82271,"433410","Lavori di tinteggiatura",6,"S","N","SYSTEM","SYSTEM","1"
82272,"433420","Posa in opera di vetrate",6,"S","N","SYSTEM","SYSTEM","1"
82273,"433911","Posa in opera di elementi ornamentali",6,"S","N","SYSTEM","SYSTEM","1"
82274,"433919","Altri lavori di completamento e di finitura degli edifici n.c.a.",6,"S","N","SYSTEM","SYSTEM","1"
82275,"439111","Costruzione di ossature di tetti",6,"S","N","SYSTEM","SYSTEM","1"
82276,"439119","Altri lavori di copertura",6,"S","N","SYSTEM","SYSTEM","1"
82277,"439910","Lavori di impermeabilizzazione",6,"S","N","SYSTEM","SYSTEM","1"
82278,"439920","Lavori di ponteggio",6,"S","N","SYSTEM","SYSTEM","1"
82279,"439930","Lavori di palificazione e costipazione del terreno; lavori di fondazione",6,"S","N","SYSTEM","SYSTEM","1"
82280,"439940","Opere in calcestruzzo",6,"S","N","SYSTEM","SYSTEM","1"
82281,"439950","Lavori di installazione di elementi in acciaio",6,"S","N","SYSTEM","SYSTEM","1"
82282,"439960","Lavori in muratura e posa in opera di mattoni",6,"S","N","SYSTEM","SYSTEM","1"
82283,"439970","Lavori di montaggio e installazione di opere prefabbricate",6,"S","N","SYSTEM","SYSTEM","1"
82284,"439990","Opere specializzate n.c.a.",6,"S","N","SYSTEM","SYSTEM","1"
82285,"451111","Servizi di vendita all'?ingrosso di autoveicoli per il trasporto di persone",6,"S","N","SYSTEM","SYSTEM","1"
82286,"451112","Servizi di vendita all'?ingrosso di autoveicoli per il trasporto speciale di persone, ad esempio ambulanze, minibus ed altri e veicoli fuoristrada (di peso inferiore o uguale a 3,5 t)",6,"S","N","SYSTEM","SYSTEM","1"
82287,"451121","Servizi di vendita al dettaglio in esercizi specializzati di autoveicoli nuovi per il trasporto di persone",6,"S","N","SYSTEM","SYSTEM","1"
82288,"451122","Servizi di vendita al dettaglio in esercizi specializzati di autoveicoli usati, per il trasporto di persone",6,"S","N","SYSTEM","SYSTEM","1"
82289,"451123","Servizi di vendita al dettaglio in esercizi specializzati di autoveicoli nuovi per il trasporto speciale di persone, ad esempio ambulanze, minibus ed altri e veicoli fuoristrada (di peso inferiore o uguale a 3,5 t)",6,"S","N","SYSTEM","SYSTEM","1"
82290,"451124","Servizi di vendita al dettaglio in esercizi specializzati di autoveicoli usati, per il trasporto speciale di persone, ad esempio ambulanze, minibus ed altri e veicoli fuoristrada (di peso inferiore o uguale a 3,5 t)",6,"S","N","SYSTEM","SYSTEM","1"
82291,"451131","Servizi di vendita al dettaglio di automobili e di autoveicoli leggeri via Internet",6,"S","N","SYSTEM","SYSTEM","1"
82292,"451139","Altri servizi di vendita al dettaglio di automobili e di autoveicoli leggeri n.c.a.",6,"S","N","SYSTEM","SYSTEM","1"
82293,"451141","Servizi di vendita all'?ingrosso per conto terzi di automobili e di autoveicoli leggeri via Internet",6,"S","N","SYSTEM","SYSTEM","1"
82294,"451149","Altri servizi di vendita all'?ingrosso per conto terzi di automobili e di autoveicoli leggeri",6,"S","N","SYSTEM","SYSTEM","1"
82295,"451911","Servizi di vendita all'?ingrosso di autocarri, furgoni, rimorchi, semirimorchi e autobus",6,"S","N","SYSTEM","SYSTEM","1"
82950,"712014","Servizi di controllo tecnico dei veicoli per il trasporto su strada",6,"S","N","SYSTEM","SYSTEM","1"
82951,"712019","Altri servizi di prova e analisi tecniche",6,"S","N","SYSTEM","SYSTEM","1"
82952,"721111","Servizi di ricerca e sviluppo sperimentale nel campo delle biotecnologie collegate alla salute",6,"S","N","SYSTEM","SYSTEM","1"
82953,"721112","Servizi di ricerca e sviluppo sperimentale nel campo delle biotecnologie ambientali e industriali",6,"S","N","SYSTEM","SYSTEM","1"
82954,"721113","Servizi di ricerca e sviluppo sperimentale nel campo delle biotecnologie applicate all'?agricoltura",6,"S","N","SYSTEM","SYSTEM","1"
82955,"721120","Progetti originali di ricerca e sviluppo nel campo delle biotecnologie",6,"S","N","SYSTEM","SYSTEM","1"
82956,"721911","Servizi di ricerca e sviluppo sperimentale nel campo delle scienze matematiche",6,"S","N","SYSTEM","SYSTEM","1"
82957,"721912","Servizi di ricerca e sviluppo sperimentale nel campo delle scienze dell'?finformatica e dell'?informazione",6,"S","N","SYSTEM","SYSTEM","1"
82958,"721913","Servizi di ricerca e sviluppo sperimentale nel campo delle scienze fisiche",6,"S","N","SYSTEM","SYSTEM","1"
82959,"721914","Servizi di ricerca e sviluppo sperimentale nel campo della chimica",6,"S","N","SYSTEM","SYSTEM","1"
82960,"721915","Servizi di ricerca e sviluppo sperimentale in materia di geofisica e scienze ambientali",6,"S","N","SYSTEM","SYSTEM","1"
82961,"721916","Servizi di ricerca e sviluppo sperimentale nel campo delle scienze biologiche",6,"S","N","SYSTEM","SYSTEM","1"
82962,"721919","Servizi di ricerca e sviluppo sperimentale nel campo di altre scienze naturali",6,"S","N","SYSTEM","SYSTEM","1"
82963,"721921","Servizi di ricerca e sviluppo sperimentale nel campo delle nanotecnologie",6,"S","N","SYSTEM","SYSTEM","1"
82964,"721929","Altri servizi di ricerca e sviluppo sperimentale nel campo dell'?ingegneria e della tecnologia, escluse le biotecnologie",6,"S","N","SYSTEM","SYSTEM","1"
82965,"721930","Servizi di ricerca e sviluppo sperimentale nel campo delle scienze mediche",6,"S","N","SYSTEM","SYSTEM","1"
82966,"721940","Servizi di ricerca e sviluppo sperimentale nel campo dell'?fagronomia",6,"S","N","SYSTEM","SYSTEM","1"
82967,"721950","Progetti originali di ricerca e sviluppo nell'?ambito delle scienze naturali e dell'?ingegneria, escluse le biotecnologie",6,"S","N","SYSTEM","SYSTEM","1"
82968,"722011","Servizi di ricerca e sviluppo sperimentale nel campo delle scienze economiche e commerciali",6,"S","N","SYSTEM","SYSTEM","1"
82969,"722012","Servizi di ricerca e sviluppo sperimentale nel campo della psicologia",6,"S","N","SYSTEM","SYSTEM","1"
82970,"722013","Servizi di ricerca e sviluppo sperimentale in campo giuridico",6,"S","N","SYSTEM","SYSTEM","1"
82971,"722019","Servizi di ricerca e sviluppo sperimentale in altre scienze sociali",6,"S","N","SYSTEM","SYSTEM","1"
82972,"722021","Servizi di ricerca e sviluppo sperimentale nel campo delle lingue e delle letterature",6,"S","N","SYSTEM","SYSTEM","1"
82973,"722029","Altri servizi di ricerca e sviluppo sperimentale nel campo delle scienze umanistiche",6,"S","N","SYSTEM","SYSTEM","1"
82974,"722030","Progetti originali di ricerca e sviluppo nel campo delle scienze sociali e umanistiche",6,"S","N","SYSTEM","SYSTEM","1"
82975,"731111","Concezione e realizzazione di servizi pubblicitari ('???full service'??¢)",6,"S","N","SYSTEM","SYSTEM","1"
82976,"731112","Servizi di marketing e mailing diretti",6,"S","N","SYSTEM","SYSTEM","1"
82977,"731113","Servizi di sviluppo di idee pubblicitarie e impostazione del messaggio pubblicitario",6,"S","N","SYSTEM","SYSTEM","1"
82978,"731119","Altri servizi di pubblicita",6,"S","N","SYSTEM","SYSTEM","1"
82979,"731211","Vendita di spazi pubblicitari per conto terzi sulla stampa",6,"S","N","SYSTEM","SYSTEM","1"
82980,"731212","Vendita di spazi pubblicitari TV/radio per conto terzi",6,"S","N","SYSTEM","SYSTEM","1"
82981,"731213","Vendita di spazi pubblicitari per conto terzi su Internet",6,"S","N","SYSTEM","SYSTEM","1"
82982,"731214","Vendita di pubblicita in occasione di manifestazioni",6,"S","N","SYSTEM","SYSTEM","1"
82983,"731219","Altra vendita di spazi pubblicitari per conto terzi",6,"S","N","SYSTEM","SYSTEM","1"
82984,"731220","Rivendita di spazi pubblicitari per conto terzi",6,"S","N","SYSTEM","SYSTEM","1"
82985,"732011","Servizi di studi di mercato: indagini qualitative",6,"S","N","SYSTEM","SYSTEM","1"
82986,"732012","Servizi di studi di mercato: indagini quantitative mirate",6,"S","N","SYSTEM","SYSTEM","1"
82987,"732013","Servizi di studi di mercato: indagini quantitative continuative e regolari",6,"S","N","SYSTEM","SYSTEM","1"
82988,"732014","Servizi di studi di mercato diversi dalle indagini",6,"S","N","SYSTEM","SYSTEM","1"
82989,"732019","Altri servizi di studi di mercato",6,"S","N","SYSTEM","SYSTEM","1"
82990,"732020","Servizi di sondaggi di opinione",6,"S","N","SYSTEM","SYSTEM","1"
82991,"741011","Servizi di arredamento",6,"S","N","SYSTEM","SYSTEM","1"
82992,"741012","Servizi di progettazione industriale",6,"S","N","SYSTEM","SYSTEM","1"
82993,"741019","Altri servizi di design specializzato",6,"S","N","SYSTEM","SYSTEM","1"
82994,"741020","Originali di modelli",6,"S","N","SYSTEM","SYSTEM","1"
82995,"742011","Lastre e pellicole fotografiche, impressionate ma non sviluppate",6,"S","N","SYSTEM","SYSTEM","1"
83583,"28129","Attivit? in subfornitura nell?ambito della produzione di macchinari ad energia idraulica",6,"S","Y","SYSTEM","SYSTEM","1"
83584,"28139","Attivit? in subfornitura nell?ambito della produzione di altre pompe e compressori",6,"S","Y","SYSTEM","SYSTEM","1"
83585,"28149","Attivit? in subfornitura nell?ambito della produzione di altre rubinetterie e valvole",6,"S","Y","SYSTEM","SYSTEM","1"
83586,"28159","Attivit? in subfornitura nell?ambito della produzione di cuscinetti, ingranaggi e organi di trasmissione",6,"S","Y","SYSTEM","SYSTEM","1"
83587,"28219","Attivit? in subfornitura nell?ambito della produzione dei forni e bruciatori",6,"S","Y","SYSTEM","SYSTEM","1"
83588,"28229","Attivit? in subfornitura nell?ambito della produzione di macchine ed apparecchi di sollevamento e di movimentazione",6,"S","Y","SYSTEM","SYSTEM","1"
83589,"28239","Servizi di fabbricazione di macchine per ufficio e macchine contabili; attivit? in subfornitura nell?ambito della produzione di macchine e attrezzature per ufficio (esclusi elaboratori elettronici e unit? periferiche)",6,"S","Y","SYSTEM","SYSTEM","1"
83590,"28249","Attivit? in subfornitura nell?ambito della produzione di utensili elettrici portatili",6,"S","Y","SYSTEM","SYSTEM","1"
83591,"28259","Attivit? in subfornitura nell?ambito della produzione di attrezzature, di uso non domestico, per la refrigerazione e la ventilazione",6,"S","Y","SYSTEM","SYSTEM","1"
83592,"28299","Attivit? in subfornitura nell?ambito della produzione di altre macchine di impiego generale n.c.a.",6,"S","Y","SYSTEM","SYSTEM","1"
83593,"28309","Parti di macchinari e attrezzature agricole; attivit? in subfornitura nell?ambito della produzione di macchine per l?agricoltura e la silvicoltura",6,"S","Y","SYSTEM","SYSTEM","1"
83594,"28419","Attivit? in subfornitura nell?ambito della produzione delle macchine per la formatura dei metalli",6,"S","Y","SYSTEM","SYSTEM","1"
83595,"28499","Attivit? in subfornitura nell?ambito della produzione di altre macchine utensili",6,"S","Y","SYSTEM","SYSTEM","1"
83596,"28919","Attivit? in subfornitura nell?ambito della produzione delle macchine per la metallurgia",6,"S","Y","SYSTEM","SYSTEM","1"
83597,"28929","Attivit? in subfornitura nell?ambito della produzione delle macchine da miniera, cava e cantiere",6,"S","Y","SYSTEM","SYSTEM","1"
83598,"28939","Attivit? in subfornitura nell?ambito della produzione di macchine per la lavorazione dei prodotti alimentari, delle bevande e del tabacco",6,"S","Y","SYSTEM","SYSTEM","1"
83599,"28949","Attivit? in subfornitura nell?ambito della produzione di macchine per le industrie tessili, dell?abbigliamento e del cuoio",6,"S","Y","SYSTEM","SYSTEM","1"
83600,"28959","Attivit? in subfornitura nell?ambito della produzione delle macchine per l?industria della carta e del cartone",6,"S","Y","SYSTEM","SYSTEM","1"
83601,"28969","Attivit? in subfornitura nell?ambito della produzione di macchine per la lavorazione di materie plastiche e gomma",6,"S","Y","SYSTEM","SYSTEM","1"
83602,"28999","Attivit? in subfornitura nell?ambito della produzione di altre macchine per impieghi speciali n.c.a.",6,"S","Y","SYSTEM","SYSTEM","1"
83603,"29109","Attivit? in subfornitura nell?ambito della produzione degli autoveicoli",6,"S","Y","SYSTEM","SYSTEM","1"
83604,"29204","Servizi di rimessa in efficienza, assemblaggio, allestimento e carrozzeria per autoveicoli",6,"S","Y","SYSTEM","SYSTEM","1"
83605,"29205","Servizi di allestimento per roulotte e mobilhome",6,"S","Y","SYSTEM","SYSTEM","1"
83606,"29209","Attivit? in subfornitura nell?ambito della produzione di carrozzerie per autoveicoli; rimorchi e semirimorchi",6,"S","Y","SYSTEM","SYSTEM","1"
83607,"29319","Attivit? in subfornitura nell?ambito della produzione di attrezzature elettriche ed elettroniche per autoveicoli",6,"S","Y","SYSTEM","SYSTEM","1"
83608,"29329","Servizi di assemblaggio di parti ed accessori n.c.a. di autoveicoli; servizi di assemblaggio di insiemi completi di costruzione per autoveicoli all?interno del processo di fabbricazione; attivit? in subfornitura nell?ambito della produzione di altre parti",6,"S","Y","SYSTEM","SYSTEM","1"
83609,"30119","Servizi di trasformazione, rimessa in efficienza e allestimento di navi e di piattaforme e congegni galleggianti; attivit? in subfornitura nell?ambito della produzione di navi e congegni galleggianti",6,"S","Y","SYSTEM","SYSTEM","1"
83610,"30129","Attivit? in subfornitura nell?ambito della produzione delle imbarcazioni da diporto e sportive",6,"S","Y","SYSTEM","SYSTEM","1"
83611,"30209","Servizi di rimessa in efficienza e allestimento («completamento») di locomotive e materiale rotabile ferrotranviario; attivit? in subfornitura nell?ambito della produzione di locomotive e materiale rotabile ferro-tranviario",6,"S","Y","SYSTEM","SYSTEM","1"
83612,"30306","Servizi di revisione e di trasformazione di aeromobili e relativi motori",6,"S","Y","SYSTEM","SYSTEM","1"
83613,"30309","Attivit? in subfornitura nell?ambito della produzione di aeromobili, veicoli spaziali e relativi dispositivi",6,"S","Y","SYSTEM","SYSTEM","1"
83614,"30409","Attivit? in subfornitura nell?ambito della produzione di veicoli militari da combattimento",6,"S","Y","SYSTEM","SYSTEM","1"
83615,"30919","Attivit? in subfornitura nell?ambito della produzione dei motocicli",6,"S","Y","SYSTEM","SYSTEM","1"
83616,"30929","Attivit? in subfornitura nell?ambito della produzione di biciclette e di veicoli per invalidi",6,"S","Y","SYSTEM","SYSTEM","1"
83617,"30999","Attivit? in subfornitura nell?ambito della produzione di altri mezzi di trasporto n.c.a.",6,"S","Y","SYSTEM","SYSTEM","1"
83618,"31009","Servizi di imbottitura di sedie e sedili; attivit? in subfornitura nell?ambito della produzione di mobili per sedersi e loro parti e parti di mobili",6,"S","Y","SYSTEM","SYSTEM","1"
81593,"271223","Apparecchi n.c.a. per la protezione dei circuiti elettrici, per una tensione inferiore o uguale a 1 000 V",6,"B","N","SYSTEM","SYSTEM","1"
81594,"271224","Rele, per tensioni inferiori o uguali a 1 000 V",6,"B","N","SYSTEM","SYSTEM","1"
81595,"271231","Quadri ed altri supporti provvisti di apparecchi per l'?finterruzione o la protezione dei circuiti elettrici, per una tensione inferiore o uguale a 1 000 V",6,"B","N","SYSTEM","SYSTEM","1"
81596,"271232","Quadri ed altri supporti provvisti di apparecchi per l'?finterruzione o la protezione dei circuiti elettrici, per una tensione superiore a 1 000 V",6,"B","N","SYSTEM","SYSTEM","1"
81597,"271240","Parti di apparecchiature per la distribuzione e il controllo dell'?felettricita",6,"B","N","SYSTEM","SYSTEM","1"
81598,"271299","Attivita in subfornitura nell'?ambito della produzione delle apparecchiature per la distribuzione e il controllo dell'?felettricita",6,"S","N","SYSTEM","SYSTEM","1"
81599,"272011","Pile e batterie di pile",6,"B","N","SYSTEM","SYSTEM","1"
81600,"272012","Parti di pile e di batterie di pile",6,"B","N","SYSTEM","SYSTEM","1"
81601,"272021","Accumulatori al piombo per l'?favviamento dei motori alternativi",6,"B","N","SYSTEM","SYSTEM","1"
81602,"272022","Accumulatori al piombo (esclusi quelli per l'?favviamento dei motori alternativi)",6,"B","N","SYSTEM","SYSTEM","1"
81603,"272023","Accumulatori al nichel-cadmio, all'?fidruro di nichel metallico, agli ioni di litio, al litio polimero, al nichel-ferro ed altri accumulatori elettrici",6,"B","N","SYSTEM","SYSTEM","1"
81604,"272024","Parti di accumulatori elettrici (compresi i separatori)",6,"B","N","SYSTEM","SYSTEM","1"
81605,"272099","Attivita in subfornitura nell'?ambito della produzione di batterie ed accumulatori",6,"S","N","SYSTEM","SYSTEM","1"
81606,"273111","Cavi di fibre ottiche costituiti di fibre rivestite individualmente",6,"B","N","SYSTEM","SYSTEM","1"
81607,"273112","Fibre ottiche e fasci di fibre ottiche; cavi di fibre ottiche (escl. quelli costituiti di fibre rivestite individualmente)",6,"B","N","SYSTEM","SYSTEM","1"
81608,"273199","Attivita in subfornitura nell'?ambito della produzione dei cavi di fibre ottiche",6,"S","N","SYSTEM","SYSTEM","1"
81609,"273211","Fili per avvolgimenti, isolati",6,"B","N","SYSTEM","SYSTEM","1"
81610,"273212","Cavi coassiali ed altri conduttori elettrici coassiali",6,"B","N","SYSTEM","SYSTEM","1"
81611,"273213","Altri conduttori elettrici, per tensioni inferiori o uguali a 1 000 V",6,"B","N","SYSTEM","SYSTEM","1"
81612,"273214","Altri conduttori elettrici, per tensioni superiori a 1 000 V",6,"B","N","SYSTEM","SYSTEM","1"
81613,"273299","Attivita in subfornitura nell'?ambito della produzione di altri fili e cavi elettrici ed elettronici",6,"S","N","SYSTEM","SYSTEM","1"
81614,"273311","Interruttori, sezionatori e commutatori, per tensioni inferiori o uguali a 1 000 V",6,"B","N","SYSTEM","SYSTEM","1"
81615,"273312","Portalampade, per tensioni inferiori o uguali a 1 000 V",6,"B","N","SYSTEM","SYSTEM","1"
81616,"273313","Spine, prese di corrente ed altri apparecchi n.c.a. per l'?finterruzione o la protezione dei circuiti elettrici",6,"B","N","SYSTEM","SYSTEM","1"
81617,"273314","Pezzi isolanti per macchine, apparecchi o impianti elettrici, di materie plastiche",6,"B","N","SYSTEM","SYSTEM","1"
81618,"273399","Attivita in subfornitura nell'?ambito della produzione di spine, prese e connettori",6,"S","N","SYSTEM","SYSTEM","1"
81619,"274011","Proiettori sealed beam (sigillati)",6,"B","N","SYSTEM","SYSTEM","1"
81620,"274012","Lampade e tubi ad incandescenza alogeni, al tungsteno (esclusi quelli a raggi ultravioletti o infrarossi)",6,"B","N","SYSTEM","SYSTEM","1"
81621,"274013","Lampade e tubi ad incandescenza n.c.a. di potenza inferiore o uguale a 200 W e di tensione superiore a 100 V",6,"B","N","SYSTEM","SYSTEM","1"
81622,"274014","Lampade e tubi ad incandescenza n.c.a.",6,"B","N","SYSTEM","SYSTEM","1"
81623,"274015","Lampade e tubi a scarica; lampade e tubi a raggi ultravioletti o infrarossi; lampade ad arco",6,"B","N","SYSTEM","SYSTEM","1"
81624,"274021","Lampade elettriche portatili funzionanti a pile o ad accumulatori o elettromagnetiche",6,"B","N","SYSTEM","SYSTEM","1"
81625,"274022","Lampade da tavolo, da scrivania, da comodino o a stelo",6,"B","N","SYSTEM","SYSTEM","1"
81626,"274023","Apparecchi per l'illuminazione, non elettrici",6,"B","N","SYSTEM","SYSTEM","1"
81627,"274024","Insegne pubblicitarie, insegne luminose, targhette indicatrici luminose e simili",6,"B","N","SYSTEM","SYSTEM","1"
81628,"274025","Lampadari ed altri apparecchi per l'illuminazione, elettrici, da appendere o da fissare al soffitto o al muro",6,"B","N","SYSTEM","SYSTEM","1"
81629,"274031","Lampade per flash, cubi-flash e simili",6,"B","N","SYSTEM","SYSTEM","1"
81630,"274032","Ghirlande elettriche dei tipi utilizzati per gli alberi di Natale",6,"B","N","SYSTEM","SYSTEM","1"
81631,"274033","Proiettori",6,"B","N","SYSTEM","SYSTEM","1"
81632,"274039","Altri apparecchi elettrici per l'?illuminazione n.c.a.",6,"B","N","SYSTEM","SYSTEM","1"
81633,"274041","Parti di lampade e tubi elettrici ad incandescenza o a scarica",6,"B","N","SYSTEM","SYSTEM","1"
81634,"274042","Parti di apparecchi per l'?illuminazione",6,"B","N","SYSTEM","SYSTEM","1"
81635,"274099","Attivita in subfornitura nell'?ambito della produzione di apparecchi elettrici per l'?illuminazione",6,"S","N","SYSTEM","SYSTEM","1"
82296,"451912","Servizi di vendita all'?ingrosso di veicoli da campeggio quali roulotte e motorhome",6,"S","N","SYSTEM","SYSTEM","1"
82297,"451921","Servizi di vendita al dettaglio in esercizi specializzati di autocarri, furgoni, rimorchi, semirimorchi e autobus",6,"S","N","SYSTEM","SYSTEM","1"
82298,"451922","Servizi di vendita al dettaglio in esercizi specializzati di veicoli da campeggio quali roulotte e motorhome",6,"S","N","SYSTEM","SYSTEM","1"
82299,"451931","Servizi di vendita al dettaglio di altri autoveicoli via Internet",6,"S","N","SYSTEM","SYSTEM","1"
82300,"451939","Altri servizi di vendita al dettaglio di autoveicoli n.c.a.",6,"S","N","SYSTEM","SYSTEM","1"
82301,"451941","Servizi di vendita all'?ingrosso per conto terzi di altri autoveicoli via Internet",6,"S","N","SYSTEM","SYSTEM","1"
82302,"451949","Altri servizi di vendita all'?ingrosso per conto terzi di altri autoveicoli",6,"S","N","SYSTEM","SYSTEM","1"
82303,"452011","Servizi di manutenzione e riparazione ordinaria (esclusi i servizi di riparazione del sistema elettrico, pneumatici e carrozzeria) di automobili e di autoveicoli leggeri",6,"S","N","SYSTEM","SYSTEM","1"
82304,"452012","Servizi di riparazione del sistema elettrico di automobili e di autoveicoli leggeri",6,"S","N","SYSTEM","SYSTEM","1"
82305,"452013","Servizi di riparazione dei pneumatici (comprese regolazione ed equilibratura) di automobili e di autoveicoli leggeri",6,"S","N","SYSTEM","SYSTEM","1"
82306,"452014","Servizi di riparazione della carrozzeria e servizi simili (portiere, serrature, finestrini, riverniciatura, riparazione a seguito di collisione) di automobili e di autoveicoli leggeri",6,"S","N","SYSTEM","SYSTEM","1"
82307,"452021","Servizi di manutenzione e riparazione ordinaria (esclusi i servizi di riparazione del sistema elettrico e della carrozzeria) di altri autoveicoli",6,"S","N","SYSTEM","SYSTEM","1"
82308,"452022","Servizi di riparazione del sistema elettrico di altri autoveicoli",6,"S","N","SYSTEM","SYSTEM","1"
82309,"452023","Servizi di riparazione della carrozzeria e servizi simili (portiere, serrature, finestrini, riverniciatura, riparazione a seguito di collisione) di altri autoveicoli",6,"S","N","SYSTEM","SYSTEM","1"
