CD_NODO,DS_NODO,CD_ACCESSO,BUSINESS_PROCESS,PG_ORDINAMENTO,FL_TERMINALE,LIVELLO,URL_ICONA,CD_PROPRIO_NODO,CD_NODO_PADRE,URL_ICONA_OPEN,UTCR,UTUV,PG_VER_REC
"0.CFG.ANAGCF.ATERCF.M","gestione","CFGANAGCFCOREATERCFM","CRUDTerzoBP","2","Y","4","NULL","M","0.CFG.ANAGCF.ATERCF","NULL","SYSTEM","SYSTEM","1"
"0.IVA.RIESDF","Riepilogativi IVA esigibilit? differita","NULL","NULL","5","N","2","NULL","RIESDF","0.IVA","NULL","SYSTEM","SYSTEM","1"
"0.CFG.PDCFIN.ASSC.PF0050.M","gestione","CFGPDCFINASSCPF0050M","CRUDConfigAssEVSiopeBP","2","Y","5","NULL","M","0.CFG.PDCFIN.ASSC.PF0050","NULL","SYSTEM","SYSTEM","1"
"0.CFG.PDCFIN.ASSC.PF0050.V","visualizzazione","CFGPDCFINASSCPF0050V","CRUDConfigAssEVSiopeBP","1","Y","5","NULL","V","0.CFG.PDCFIN.ASSC.PF0050","NULL","SYSTEM","SYSTEM","1"
"0.DOC.OBBLIG.CONS","Consultazioni","NULL","NULL","110","N","3","book_closed.gif","CONS","0.DOC.OBBLIG","book_opened.gif","SYSTEM","SYSTEM","1"
"0.DOC.OBBLIG.CONS.SCADOBB","Scadenzario Impegni","DOCOBBLIGCONSSCADOBB","ConsScadObbligazioniBP","1","Y","4","NULL","SCADOBB","0.DOC.OBBLIG.CONS","NULL","SYSTEM","SYSTEM","1"
"0.DOC.CON.RIESIO","Riepilogo Codici Siope","NULL","NULL","60","N","3","NULL","RIESIO","0.DOC.CON","NULL","SYSTEM","SYSTEM","1"
"0.DOC.CON.RIESIO.SIOMAN","Riepilogo Codici Siope su Mandati","RIESIOMAN","ConsRiepilogoSiopeMandatiBP","10","Y","4","NULL","SIOMAN","0.DOC.CON.RIESIO","NULL","SYSTEM","SYSTEM","1"
"0.DOC.CON.RIESIO.SIOREV","Riepilogo Codici Siope su Reversali","RIESIOREV","ConsRiepilogoSiopeReversaliBP","20","Y","4","NULL","SIOREV","0.DOC.CON.RIESIO","NULL","SYSTEM","SYSTEM","1"
"0.AMM.COMPEN.TABR.ESADDC","Esenzioni Addizionali Comunali","NULL","NULL","3","N","4","NULL","ESADDC","0.AMM.COMPEN.TABR","NULL","SYSTEM","SYSTEM","1"
"0.AMM.COMPEN.TABR.ESADDC.M","gestione","AMMCOMPENTABRESADDCM","CRUDEsenzioni_addcomBP","2","Y","5","NULL","M","0.AMM.COMPEN.TABR.ESADDC","NULL","SYSTEM","SYSTEM","1"
"0.AMM.COMPEN.TABR.ESADDC.V","visualizzazione","AMMCOMPENTABRESADDCV","CRUDEsenzioni_addcomBP","1","Y","5","NULL","V","0.AMM.COMPEN.TABR.ESADDC","NULL","SYSTEM","SYSTEM","1"
"0.AMM.COMPEN.TABR.ASCORE","Ass.Tipo CORI - Elemento Voce","NULL","NULL","4","N","4","NULL","ASCORE","0.AMM.COMPEN.TABR","NULL","SYSTEM","SYSTEM","1"
"0.AMM.COMPEN.TABR.ASCORE.M","gestione","AMMCOMPENTABRASCOREM","CRUDAssTipoCoriEvBP","2","Y","5","NULL","M","0.AMM.COMPEN.TABR.ASCORE","NULL","SYSTEM","SYSTEM","1"
"0.CNS.PDGING.SITANA.ETRRES","Stampa entrate in c/residui","CNSPDGINGCOREETRRES","StampaEntrateResiduiBP","11","Y","5","NULL","ETRRES","0.CNS.PDGING.SITANA","NULL","SYSTEM","SYSTEM","1"
"0.CNS.PDGING.SITANA.DETRES","Stampa dettaglio impegni in c/residui","CNSPDGINGCOREDETRES","StampaDettaglioImpegniResiduiBP","6","Y","5","NULL","DETRES","0.CNS.PDGING.SITANA","NULL","SYSTEM","SYSTEM","1"
"0.CNS.PDGING.SITANA.USCRES","Stampa uscite in c/residui","CNSPDGINGCOREUSCRES","StampaUsciteResiduiBP","7","Y","5","NULL","CNSPDGINGCOREUSCRES","0.CNS.PDGING.SITANA","NULL","SYSTEM","SYSTEM","1"
"0.PRV.VARSTANZRES","Variazioni Stanziamento Residuo","NULL","NULL","45","N","2","NULL","VARSTANZRES","0.PRV","NULL","SYSTEM","SYSTEM","1"
"0.PRV.VARSTANZRES.M","gestione","PRVVARSTANZRESIDM","CRUDVar_stanz_resBP","10","Y","3","NULL","M","0.PRV.VARSTANZRES","NULL","SYSTEM","SYSTEM","1"
"0.PRV.VARSTANZRES.V","visualizzazione","PRVVARSTANZRESIDV","CRUDVar_stanz_resBP","20","Y","3","NULL","V","0.PRV.VARSTANZRES","NULL","SYSTEM","SYSTEM","1"
"0.PRV.PDGMODAGG.CONTRSPE","Contrattazione Spese","NULL","NULL","30","N","2","NULL","CONTRSPE","0.PRV.PDGMODAGG","NULL","SYSTEM","SYSTEM","1"
"0.PRV.PDGMODAGG.CONTRSPE.V","visualizzazione","PRVNPDGCONTRSPEV","CRUDDettagliContrSpeseBP","10","Y","3","NULL","V","0.PRV.PDGMODAGG.CONTRSPE","NULL","SYSTEM","SYSTEM","1"
"0.PRV.PDGMODAGG.CONTRSPE.M","gestione","PRVNPDGCONTRSPEM","CRUDDettagliContrSpeseBP","20","Y","3","NULL","M","0.PRV.PDGMODAGG.CONTRSPE","NULL","SYSTEM","SYSTEM","1"
"0.AMM.COMPEN.TABR.ASCORE.V","visualizzazione","AMMCOMPENTABRASCOREV","CRUDAssTipoCoriEvBP","1","Y","5","NULL","V","0.AMM.COMPEN.TABR.ASCORE","NULL","SYSTEM","SYSTEM","1"
"0.AMM.COMPEN.TABR.ASCORV","Ass.Tipo CORI - Voce E/P","NULL","NULL","5","N","4","NULL","ASCORV","0.AMM.COMPEN.TABR","NULL","SYSTEM","SYSTEM","1"
"0.AMM.COMPEN.TABR.ASCORV.M","gestione","AMMCOMPENTABRASCORVM","CRUDAssTipoCoriVEPBP","2","Y","5","NULL","M","0.AMM.COMPEN.TABR.ASCORV","NULL","SYSTEM","SYSTEM","1"
"0.AMM.COMPEN.TABR.ASCORV.V","visualizzazione","AMMCOMPENTABRASCORVV","CRUDAssTipoCoriVEPBP","1","Y","5","NULL","V","0.AMM.COMPEN.TABR.ASCORV","NULL","SYSTEM","SYSTEM","1"
"0.AMM.COMPEN.TABR.GRCR","gruppo CORI","NULL","NULL","7","N","4","NULL","GRCR","0.AMM.COMPEN.TABR","NULL","SYSTEM","SYSTEM","1"
"0.AMM.COMPEN.TABR.GRCR.M","gestione","AMMCOMPENTABRGRCRM","CRUDGruppoCRBP","2","Y","5","NULL","M","0.AMM.COMPEN.TABR.GRCR","NULL","SYSTEM","SYSTEM","1"
"0.AMM.COMPEN.TABR.GRCR.V","visualizzazione","AMMCOMPENTABRGRCRV","CRUDGruppoCRBP","1","Y","5","NULL","V","0.AMM.COMPEN.TABR.GRCR","NULL","SYSTEM","SYSTEM","1"
"0.AMM.COMPEN.TABR.GRCRU","Ass.Gruppo CORI - UO","NULL","NULL","8","N","4","NULL","GRCRU","0.AMM.COMPEN.TABR","NULL","SYSTEM","SYSTEM","1"
"0.AMM.COMPEN.TABR.GRCRU.M","gestione","AMMCOMPENTABRGRCRUM","CRUDAssGruppoCRUOBP","2","Y","5","NULL","M","0.AMM.COMPEN.TABR.GRCRU","NULL","SYSTEM","SYSTEM","1"
"0.AMM.COMPEN.TABR.GRCRU.V","visualizzazione","AMMCOMPENTABRGRCRUV","CRUDAssGruppoCRUOBP","1","Y","5","NULL","V","0.AMM.COMPEN.TABR.GRCRU","NULL","SYSTEM","SYSTEM","1"
"0.AMM.COMPEN.TABR.TICRB","Ass. Gruppo CORI - CORI","NULL","NULL","9","N","4","NULL","TICRB","0.AMM.COMPEN.TABR","NULL","SYSTEM","SYSTEM","1"
"0.AMM.COMPEN.TABR.TICRB.M","gestione","AMMCOMPENTABRTICRBM","CRUDTipoCoriBBP","2","Y","5","NULL","M","0.AMM.COMPEN.TABR.TICRB","NULL","SYSTEM","SYSTEM","1"
"0.AMM.COMPEN.TABR.TICRB.V","visualizzazione","AMMCOMPENTABRTICRBV","CRUDTipoCoriBBP","1","Y","5","NULL","V","0.AMM.COMPEN.TABR.TICRB","NULL","SYSTEM","SYSTEM","1"
"0.AMM.COMPEN.TABR.ESADDC.E","caricamento Esenzioni Addizionali Comunali","AMMCOMPENTABRESADDCE","CRUDEsenzioni_addizionaliBP","3","Y","5","NULL","E","0.AMM.COMPEN.TABR.ESADDC","NULL","SYSTEM","SYSTEM","1"
"0.AMM.COMPEN.ESTR.ELA770","elaborazione 770","AMMCOMPENESTRELA770M","Estrazione770BP","3","Y","4","NULL","ELA770","0.AMM.COMPEN.ESTR","NULL","SYSTEM","SYSTEM","1"
"0.PRV.RICOSRES","Ricostruzione dei residui","NULL","NULL","60","N","2","NULL","RICOSRES","0.PRV","NULL","SYSTEM","SYSTEM","1"
"0.PRV.RICOSRES.V","visualizzazione","PRVRICOSRESV","CRUDRicostruzioneResiduiBP","10","Y","3","NULL","V","0.PRV.RICOSRES","NULL","SYSTEM","SYSTEM","1"
"0.PRV.RICOSRES.M","gestione","PRVRICOSRESM","CRUDRicostruzioneResiduiBP","20","Y","3","NULL","M","0.PRV.RICOSRES","NULL","SYSTEM","SYSTEM","1"
"0.PRV.CON.ASSESTATO","Assestato","NULL","NULL","70","N","3","NULL","ASSESTATO","0.PRV.CON","NULL","SYSTEM","SYSTEM","1"
"0.PRV.CON.ASSESTATO.CONSASSCOMPDT","Assestato Competenza alla Data","CONSASSCOMPDT","ConsAssCompPerDataBP","10","Y","4","NULL","CONSASSCOMPDT","0.PRV.CON.ASSESTATO","NULL","SYSTEM","SYSTEM","1"
"0.CFG.INCARICHI","Incarichi di collaborazione","NULL","NULL","130","N","3","leaf.gif","INCARICHI","0.CFG","NULL","SYSTEM","SYSTEM","1"
"0.CFG.INCARICHI.INCRIC","Verifica Professionalita' Interne","NULL","NULL","10","N","4","NULL","INCRIC","0.CFG.INCARICHI","NULL","SYSTEM","SYSTEM","1"
"0.CFG.INCARICHI.INCRIC.M","gestione","CFGINCARICHIINCRICM","CRUDIncarichiRichiestaBP","10","Y","5","NULL","M","0.CFG.INCARICHI.INCRIC","NULL","SYSTEM","SYSTEM","1"
"0.CFG.INCARICHI.INCRIC.V","visualizzazione","CFGINCARICHIINCRICV","CRUDIncarichiRichiestaBP","20","Y","5","NULL","V","0.CFG.INCARICHI.INCRIC","NULL","SYSTEM","SYSTEM","1"
"0.CFG.INCARICHI.INCREP","Gestione Incarichi","NULL","NULL","20","N","4","NULL","INCREP","0.CFG.INCARICHI","NULL","SYSTEM","SYSTEM","1"
"0.CFG.INCARICHI.INCREP.V","visualizzazione","CFGINCARICHIINCREPV","CRUDIncarichiRepertorioBP","20","Y","5","NULL","V","0.CFG.INCARICHI.INCREP","NULL","SYSTEM","SYSTEM","1"
"0.CFG.INCARICHI.TABRIF","tabelle di riferimento","NULL","NULL","30","N","4","NULL","TABRIF","0.CFG.INCARICHI","NULL","SYSTEM","SYSTEM","1"
"0.CFG.INCARICHI.TABRIF.TIPOATT","Tipo Attivita'","NULL","NULL","10","N","5","NULL","TIPOATT","0.CFG.INCARICHI.TABRIF","NULL","SYSTEM","SYSTEM","1"
"0.PRV.STM.PREFINDEC","Preventivo Finanziario Decisionale","NULL","NULL","10","N","3","NULL","PREFINDEC","0.PRV.STM","NULL","SYSTEM","SYSTEM","1"
"0.PRV.STM.PREFINDEC.ENTRATE","Entrate","PRVSTMPREFINDEC","StampaPreventivoFinDecEntrateBP","10","Y","4","NULL","ENTRATE","0.PRV.STM.PREFINDEC","NULL","SYSTEM","SYSTEM","1"
"0.PRV.STM.PREFINDEC.SPESE","Spese","PRVSTMPREFINDEC","StampaPreventivoFinDecSpeseBP","20","Y","4","NULL","SPESE","0.PRV.STM.PREFINDEC","NULL","SYSTEM","SYSTEM","1"
"0.AMM.COMPEN.TABR.SCAGLI.U","caricamento Addizionali Comunali","AMMCOMPENTABRSCAGLIU","CRUDAddizionaliBP","3","Y","5","NULL","U","0.AMM.COMPEN.TABR.SCAGLI","NULL","SYSTEM","SYSTEM","1"
"0.CFG.INCARICHI.TABRIF.ATTINC.V","visualizzazione","CFGINCARICHIATTINCV","CRUDConfigAttivitaIncaricoBP","20","Y","5","NULL","V","0.CFG.INCARICHI.TABRIF.ATTINC","NULL","SYSTEM","SYSTEM","1"
"0.CFG.INCARICHI.TABRIF.REPLIM","Repertorio Limiti","NULL","NULL","50","N","5","NULL","REPLIM","0.CFG.INCARICHI.TABRIF","NULL","SYSTEM","SYSTEM","1"
"0.CFG.INCARICHI.TABRIF.REPLIM.M","gestione","CFGINCARICHIREPLIMM","CRUDConfigRepertorioLimitiBP","10","Y","5","NULL","M","0.CFG.INCARICHI.TABRIF.REPLIM","NULL","SYSTEM","SYSTEM","1"
"0.CFG.INCARICHI.TABRIF.REPLIM.V","visualizzazione","CFGINCARICHIREPLIMV","CRUDConfigRepertorioLimitiBP","20","Y","5","NULL","V","0.CFG.INCARICHI.TABRIF.REPLIM","NULL","SYSTEM","SYSTEM","1"
"0.CFG.INCARICHI.TABRIF.TEMAATT","Tematica Attivita'","NULL","NULL","60","N","5","NULL","TEMAATT","0.CFG.INCARICHI.TABRIF","NULL","SYSTEM","SYSTEM","1"
"0.DOC.CON.WORKPCK.CONSOBBLRIP","Impegni Riportabili","CONSOBBLRIPORTABILI","ConsObbligazioniRiportabiliBP","20","Y","4","NULL","CONSOBBLRIP","0.DOC.CON.WORKPCK","NULL","SYSTEM","SYSTEM","1"
"0.CNS.PDGING.SITANA.SANACR","spese anno corrente","CNSPDGINGCORESANACR","StampaAnaliticaSpeseLdaComresBP","1","Y","5","NULL","SANACR","0.CNS.PDGING.SITANA","NULL","SYSTEM","SYSTEM","1"
"0.CNS.PDGING.SITSIN.SSINCR","spese anno corrente ","CNSPDGINGCORESSINCR","StampaSinteticaSpeseLdaComresBP","1","Y","5","NULL","SSINCR","0.CNS.PDGING.SITSIN","NULL","SYSTEM","SYSTEM","1"
"0.COANCOEP.CON","Consultazioni","NULL","NULL","40","N","2","book_closed.gif","CON","0.COANCOEP","book_opened.gif","SYSTEM","SYSTEM","1"
"0.COANCOEP.CON.REGECPAT","Registrazione Economico-Patrimoniale","NULL","NULL","10","N","3","NULL","INVENT","0.COANCOEP.CON","NULL","SYSTEM","SYSTEM","1"
"0.COANCOEP.CON.REGECPAT.SCHEDAANCONTO","Scheda Analitica Conto","CONSSCHEDAANCONTO","ConsSchedaAnaliticaContoBP","10","Y","4","NULL","SCHEDAANCONTO","0.COANCOEP.CON.REGECPAT","NULL","SYSTEM","SYSTEM","1"
"0.PRV.PDGEST.VARIAZIONI","Variazioni","NULL","NULL","40","N","3","NULL","VARIAZIONI","0.PRV.PDGEST","NULL","SYSTEM","SYSTEM","1"
"0.PRV.PDGEST.VARIAZIONI.M","gestione","PRVPDGVARIAZIONIM","PdGVariazioneBP","10","Y","4","NULL","M","0.PRV.PDGEST.VARIAZIONI","NULL","SYSTEM","SYSTEM","1"
"0.PRV.PDGEST.VARIAZIONI.V","visualizzazione","PRVPDGVARIAZIONIV","PdGVariazioneBP","20","Y","4","NULL","V","0.PRV.PDGEST.VARIAZIONI","NULL","SYSTEM","SYSTEM","1"
"0.PRV.PDGMODAGG.CON.PDGPIST","PdGP per Istituto/Area","NULL","NULL","20","N","4","NULL","PDGPIST","0.PRV.PDGMODAGG.CON","NULL","SYSTEM","SYSTEM","1"
"0.PRV.PDGMODAGG.CON.PDGPIST.ETR","entrate","CONSPDGPISTETR","ConsPDGPIstEtrBP","10","Y","4","NULL","ETR","0.PRV.PDGMODAGG.CON.PDGPIST","NULL","SYSTEM","SYSTEM","1"
"0.PRV.PDGMODAGG.CON.PDGPIST.SPE","spese","CONSPDGPISTSPE","ConsPDGPIstSpeBP","20","Y","4","NULL","SPE","0.PRV.PDGMODAGG.CON.PDGPIST","NULL","SYSTEM","SYSTEM","1"
"0.DOC.OBBLIG.OBBRESPRO.C","creazione","DOCOBBCOREOBBRESPROC","CRUDObbligazioneResCreazioneBP","30","Y","4","NULL","C","0.DOC.OBBLIG.OBBRESPRO","NULL","SYSTEM","SYSTEM","1"
"0.DOC.STIPEN.OBBLIGA","Elenco Impegni per Stipendi","NULL","NULL","5","N","3","NULL","OBBLIGA","0.DOC.STIPEN","NULL","SYSTEM","SYSTEM","1"
"0.DOC.STIPEN.OBBLIGA.M","gestione","DOCSTIPENDIOBBLIGAM","StipendiCofiObbBP","2","Y","4","NULL","M","0.DOC.STIPEN.OBBLIGA","NULL","SYSTEM","SYSTEM","1"
"0.DOC.STIPEN.OBBLIGA.V","visualizzazione","DOCSTIPENDIOBBLIGAV","StipendiCofiObbBP","1","Y","4","NULL","V","0.DOC.STIPEN.OBBLIGA","NULL","SYSTEM","SYSTEM","1"
"0.CNS.RNDFIN.DECGES","stampa rend. finanziario Decisionale/Gestionale","CNSRNDFINGESTDECIS","Stampa_rendiconto_finanziarioBP","10","Y","3","NULL","CNRCDS","0.CNS.RNDFIN","NULL","SYSTEM","SYSTEM","1"
"0.CFG.SIOPE","Siope","NULL","NULL","110","N","2","NULL","SIOPE","0.CFG","NULL","SYSTEM","SYSTEM","1"
"0.CFG.SIOPE.M","gestione","CFGSIOPEM","CRUDCodiciSiopeBP","2","Y","3","NULL","M","0.CFG.SIOPE","NULL","SYSTEM","SYSTEM","1"
"0.CFG.SIOPE.V","visualizzazione","CFGSIOPEV","CRUDCodiciSiopeBP","1","Y","3","NULL","V","0.CFG.SIOPE","NULL","SYSTEM","SYSTEM","1"
"0.CFG.ANAGCF.TABR.ISTAT","Tipologie Istat","NULL","NULL","10","N","4","NULL","ISTAT","0.CFG.ANAGCF.TABR","NULL","SYSTEM","SYSTEM","1"
"0.CFG.ANAGCF.TABR.ISTAT.M","gestione","CFGANAGCFTABRISTATM","CRUDTipologieIstatBP","2","Y","5","NULL","M","0.CFG.ANAGCF.TABR.ISTAT","NULL","SYSTEM","SYSTEM","1"
"0.CFG.ANAGCF.TABR.ISTAT.V","visualizzazione","CFGANAGCFTABRISTATV","CRUDTipologieIstatBP","1","Y","5","NULL","V","0.CFG.ANAGCF.TABR.ISTAT","NULL","SYSTEM","SYSTEM","1"
"0.CFG.PDCFIN.ASSC.PF0050","associazione elemento voce - codice siope","NULL","NULL","7","N","4","NULL","PF0050","0.CFG.PDCFIN.ASSC","NULL","SYSTEM","SYSTEM","1"
"0.CFG.CONTRATTI","Repertorio contratti","NULL","NULL","120","N","3","leaf.gif","CONTRATTI","0.CFG","NULL","SYSTEM","SYSTEM","1"
"0.CFG.CONTRATTI.M","gestione","CFGCONTRATTOANAGM","CRUDConfigAnagContrattoBP","20","Y","4","NULL","M","0.CFG.CONTRATTI","NULL","SYSTEM","SYSTEM","1"
"0.CFG.CONTRATTI.V","visualizzazione","CFGCONTRATTOANAGV","CRUDConfigAnagContrattoBP","10","Y","4","NULL","V","0.CFG.CONTRATTI","NULL","SYSTEM","SYSTEM","1"
"0.CFG.CONTRATTI.TABRIF","tabelle di riferimento","NULL","NULL","30","N","4","NULL","TABRIF","0.CFG.CONTRATTI","NULL","SYSTEM","SYSTEM","1"
"0.CFG.CONTRATTI.TABRIF.TIPO","Tipo Contratto","NULL","NULL","10","N","5","NULL","TIPO","0.CFG.CONTRATTI.TABRIF","NULL","SYSTEM","SYSTEM","1"
"0.CFG.CONTRATTI.TABRIF.TIPO.M","gestione","CFGCONTRATTOTIPOM","CRUDConfigTipoContrattoBP","10","Y","5","NULL","M","0.CFG.CONTRATTI.TABRIF.TIPO","NULL","SYSTEM","SYSTEM","1"
"0.CFG.CONTRATTI.TABRIF.TIPO.V","visualizzazione","CFGCONTRATTOTIPOV","CRUDConfigTipoContrattoBP","20","Y","5","NULL","V","0.CFG.CONTRATTI.TABRIF.TIPO","NULL","SYSTEM","SYSTEM","1"
"0.CFG.CONTRATTI.TABRIF.ORGANO","Organo","NULL","NULL","20","N","5","NULL","ORGANO","0.CFG.CONTRATTI.TABRIF","NULL","SYSTEM","SYSTEM","1"
"0.CFG.CONTRATTI.TABRIF.ORGANO.M","gestione","CFGCONTRATTOORGANOM","CRUDConfigOrganoBP","10","Y","5","NULL","M","0.CFG.CONTRATTI.TABRIF.ORGANO","NULL","SYSTEM","SYSTEM","1"
"0.CFG.CONTRATTI.TABRIF.ORGANO.V","visualizzazione","CFGCONTRATTOORGANOV","CRUDConfigOrganoBP","20","Y","5","NULL","V","0.CFG.CONTRATTI.TABRIF.ORGANO","NULL","SYSTEM","SYSTEM","1"
"0.CFG.CONTRATTI.TABRIF.ATTO","Atto amministrativo","NULL","NULL","30","N","5","NULL","ATTO","0.CFG.CONTRATTI.TABRIF","NULL","SYSTEM","SYSTEM","1"
"0.CFG.CONTRATTI.TABRIF.ATTO.M","gestione","CFGCONTRATTOATTOM","CRUDConfigAttoAmministrativoBP","10","Y","5","NULL","M","0.CFG.CONTRATTI.TABRIF.ATTO","NULL","SYSTEM","SYSTEM","1"
"0.CFG.CONTRATTI.TABRIF.ATTO.V","visualizzazione","CFGCONTRATTOATTOV","CRUDConfigAttoAmministrativoBP","20","Y","5","NULL","V","0.CFG.CONTRATTI.TABRIF.ATTO","NULL","SYSTEM","SYSTEM","1"
"0.CFG.CONTRATTI.TABRIF.PROCAMM","Procedure amministrative","NULL","NULL","40","N","5","NULL","PROCAMM","0.CFG.CONTRATTI.TABRIF","NULL","SYSTEM","SYSTEM","1"
"0.CFG.CONTRATTI.TABRIF.PROCAMM.M","gestione","CFGCONTRATTOPROCAMMM","CRUDConfigProcedureAmministrativeBP","10","Y","5","NULL","M","0.CFG.CONTRATTI.TABRIF.PROCAMM","NULL","SYSTEM","SYSTEM","1"
"0.CFG.INCARICHI.TABRIF.TIPOATT.M","gestione","CFGINCARICHITIPOATTM","CRUDConfigTipoAttivitaBP","10","Y","5","NULL","M","0.CFG.INCARICHI.TABRIF.TIPOATT","NULL","SYSTEM","SYSTEM","1"
"0.CFG.INCARICHI.TABRIF.TIPOATT.V","visualizzazione","CFGINCARICHITIPOATTV","CRUDConfigTipoAttivitaBP","20","Y","5","NULL","V","0.CFG.INCARICHI.TABRIF.TIPOATT","NULL","SYSTEM","SYSTEM","1"
"0.CFG.INCARICHI.TABRIF.TIPOINC","Tipo Incarico","NULL","NULL","20","N","5","NULL","TIPOINC","0.CFG.INCARICHI.TABRIF","NULL","SYSTEM","SYSTEM","1"
"0.CFG.INCARICHI.TABRIF.TIPOINC.M","gestione","CFGINCARICHITIPOINCM","CRUDConfigTipoIncaricoBP","10","Y","5","NULL","M","0.CFG.INCARICHI.TABRIF.TIPOINC","NULL","SYSTEM","SYSTEM","1"
"0.CFG.INCARICHI.TABRIF.TIPOINC.V","visualizzazione","CFGINCARICHITIPOINCV","CRUDConfigTipoIncaricoBP","20","Y","5","NULL","V","0.CFG.INCARICHI.TABRIF.TIPOINC","NULL","SYSTEM","SYSTEM","1"
"0.CFG.INCARICHI.TABRIF.TIPOLIM","Tipo Limite","NULL","NULL","30","N","5","NULL","TIPOLIM","0.CFG.INCARICHI.TABRIF","NULL","SYSTEM","SYSTEM","1"
"0.CFG.INCARICHI.TABRIF.TIPOLIM.M","gestione","CFGINCARICHITIPOLIMM","CRUDConfigTipoLimiteBP","10","Y","5","NULL","M","0.CFG.INCARICHI.TABRIF.TIPOLIM","NULL","SYSTEM","SYSTEM","1"
"0.CFG.INCARICHI.TABRIF.TIPOLIM.V","visualizzazione","CFGINCARICHITIPOLIMV","CRUDConfigTipoLimiteBP","20","Y","5","NULL","V","0.CFG.INCARICHI.TABRIF.TIPOLIM","NULL","SYSTEM","SYSTEM","1"
"0.CFG.INCARICHI.TABRIF.ATTINC","Associazione Attivita' Incarico","NULL","NULL","40","N","5","NULL","ATTINC","0.CFG.INCARICHI.TABRIF","NULL","SYSTEM","SYSTEM","1"
"0.CFG.INCARICHI.TABRIF.ATTINC.M","gestione","CFGINCARICHIATTINCM","CRUDConfigAttivitaIncaricoBP","10","Y","5","NULL","M","0.CFG.INCARICHI.TABRIF.ATTINC","NULL","SYSTEM","SYSTEM","1"
"0.CNS.RNDFIN.FINCNR","stampa rend. finanziario Ente","CNSRNDFINCOREFINCNRM","StampaRendFinanziarioCNRBP","1","Y","3","NULL","FINCNR","0.CNS.RNDFIN","NULL","SYSTEM","SYSTEM","1"
"0.CNS.RNDFIN.CNRCDS","stampa rend. finanziario CNR per CDS","CNSRNDFINCORECNRCDSM","StampaRendFinanziarioCNRperCdsBP","2","Y","3","NULL","CNRCDS","0.CNS.RNDFIN","NULL","SYSTEM","SYSTEM","1"
"0.CNS.RNDFIN.FINCDS.RNSACS","rendiconto finanziario SAC per artic. - Spese","CNSPDGINGCORERNSACSM","RendicontoFinanziarioSACSpeseBP","1","Y","4","NULL","RNSACS","0.CNS.RNDFIN.FINCDS","NULL","SYSTEM","SYSTEM","1"
"0.CNS.RNDFIN.FINCDS.RNCDSS","rendiconto finanziario CDS  - Spese","CNSPDGINGCORERNCDSSM","RendicontoFinanziarioCDSSpeseBP","2","Y","4","NULL","RNCDSS","0.CNS.RNDFIN.FINCDS","NULL","SYSTEM","SYSTEM","1"
"0.CNS.RNDFIN.FINCDS.RNCDSE","rendiconto finanziario CDS  - Entrate","CNSPDGINGCORERNCDSEM","RendicontoFinanziarioCDSEntrateBP","3","Y","4","NULL","RNCDSE","0.CNS.RNDFIN.FINCDS","NULL","SYSTEM","SYSTEM","1"
"0.PRV.PDGMODAGG.CSTDIP.STAMPE.STRPCS","stampa ripartizione su GAE/Modulo/Commessa","PRVPDGINGCORESTRPCSM","StampaRipartizioneCostiBP","1","Y","5","NULL","STRPCS","0.PRV.PDGMODAGG.CSTDIP.STAMPE","NULL","SYSTEM","SYSTEM","1"
"0.DOC.OBBLIG.STAMPE.STOBLA","stampa impegni per GAE","DOCOBBLIGCORESTOBLAM","StampaObbligazioniLABP","7","Y","4","NULL","STOBLA","0.DOC.OBBLIG.STAMPE","NULL","SYSTEM","SYSTEM","1"
"0.AMM.INVENT.STAMPE.REGINV","stampa registro inventario","AMMINVENTCOREREGINVM","StampaRegistroInventarioBP","2","Y","4","NULL","REGINV","0.AMM.INVENT.STAMPE","NULL","SYSTEM","SYSTEM","1"
"0.AMM.DOCGEN.STAMPE.GENPVP","elenco docum. gen. pass. per voce del piano","AMMDOCGENDOCSGENPVPM","StampaDocGenPasPerVocePBP","2","Y","4","NULL","GENPVP","0.AMM.DOCGEN.STAMPE","NULL","SYSTEM","SYSTEM","1"
"0.AMM.COMPEN.STAMPE.COMPVP","elenco compensi per voce del piano","AMMCOMPENCORECOMPVPM","StampaCompensiPerVocePBP","6","Y","4","NULL","COMPVP","0.AMM.COMPEN.STAMPE","NULL","SYSTEM","SYSTEM","1"
"0.AMM.FATTUR.FATPAS.STAMPE","stampe","NULL","NULL","5","N","4","NULL","STAMPE","0.AMM.FATTUR.FATPAS","NULL","SYSTEM","SYSTEM","1"
"0.AMM.FATTUR.FATPAS.STAMPE.FATPVP","elenco fatture per voce del piano","AMMFATTURDOCSFATPVPM","StampaFattPassPerVocePBP","1","Y","5","NULL","FATPVP","0.AMM.FATTUR.FATPAS.STAMPE","NULL","SYSTEM","SYSTEM","1"
"0.CNS.BEPRCL","Bilancio economico-patrimoniale riclass.","NULL","NULL","3","N","2","NULL","BEPRCL","0.CNS","NULL","SYSTEM","SYSTEM","1"
"0.CNS.BEPRCL.STPRCL","stampa stato patrimon. riclassif.","CNSBEPRCLCORESTPRCLM","StampaStatoPatrimRiclassBP","1","Y","3","NULL","STPRCL","0.CNS.BEPRCL","NULL","SYSTEM","SYSTEM","1"
