"cd_catastale","ds_comune","cd_provincia","aliquota","im_inferiore","im_superiore"
"I156","SAN SEVERINO MARCHE","MC","0.600000","0.00","15000.00"
"I156","SAN SEVERINO MARCHE","MC","0.750000","15000.01","28000.00"
"I156","SAN SEVERINO MARCHE","MC","0.780000","28000.01","55000.00"
"I156","SAN SEVERINO MARCHE","MC","0.790000","55000.01","75000.00"
"I156","SAN SEVERINO MARCHE","MC","0.800000","75000.01","999999999.99"
"I158","SAN SEVERO","FG","0.500000","0.00","15000.00"
"I158","SAN SEVERO","FG","0.600000","15000.01","28000.00"
"I158","SAN SEVERO","FG","0.700000","28000.01","55000.00"
"I158","SAN SEVERO","FG","0.750000","55000.01","75000.00"
"I158","SAN SEVERO","FG","0.800000","75000.01","999999999.99"
"I177","SANTA CROCE SULL'ARNO","PI","0.700000","0.00","15000.00"
"I177","SANTA CROCE SULL'ARNO","PI","0.720000","15000.01","28000.00"
"I177","SANTA CROCE SULL'ARNO","PI","0.760000","28000.01","55000.00"
"I177","SANTA CROCE SULL'ARNO","PI","0.780000","55000.01","75000.00"
"I177","SANTA CROCE SULL'ARNO","PI","0.800000","75000.01","999999999.99"
"I178","SANTA CROCE CAMERINA","RG","0.300000","0.00","15000.00"
"I178","SANTA CROCE CAMERINA","RG","0.400000","15000.01","28000.00"
"I178","SANTA CROCE CAMERINA","RG","0.500000","28000.01","55000.00"
"I178","SANTA CROCE CAMERINA","RG","0.600000","55000.01","75000.00"
"I178","SANTA CROCE CAMERINA","RG","0.700000","75000.01","999999999.99"
"I181","SANTA CROCE DI MAGLIANO","CB","0.150000","0.00","15000.00"
"I181","SANTA CROCE DI MAGLIANO","CB","0.300000","15000.01","28000.00"
"I181","SANTA CROCE DI MAGLIANO","CB","0.550000","28000.01","55000.00"
"I181","SANTA CROCE DI MAGLIANO","CB","0.700000","55000.01","75000.00"
"I181","SANTA CROCE DI MAGLIANO","CB","0.800000","75000.01","999999999.99"
"I183","SANTA DOMENICA TALAO","CS","0.200000","0.00","15000.00"
"I183","SANTA DOMENICA TALAO","CS","0.400000","15000.01","28000.00"
"I183","SANTA DOMENICA TALAO","CS","0.420000","28000.01","55000.00"
"I183","SANTA DOMENICA TALAO","CS","0.500000","55000.01","75000.00"
"I183","SANTA DOMENICA TALAO","CS","0.800000","75000.01","999999999.99"
"I187","SANTA FIORA","GR","0.150000","0.00","15000.00"
"I187","SANTA FIORA","GR","0.250000","15000.01","28000.00"
"I187","SANTA FIORA","GR","0.350000","28000.01","55000.00"
"I187","SANTA FIORA","GR","0.450000","55000.01","75000.00"
"I187","SANTA FIORA","GR","0.550000","75000.01","999999999.99"
"I210","SANT'ALBANO STURA","CN","0.300000","0.00","15000.00"
"I210","SANT'ALBANO STURA","CN","0.500000","15000.01","28000.00"
"I210","SANT'ALBANO STURA","CN","0.600000","28000.01","55000.00"
"I210","SANT'ALBANO STURA","CN","0.700000","55000.01","75000.00"
"I210","SANT'ALBANO STURA","CN","0.800000","75000.01","999999999.99"
"I213","SANT'ALESSIO CON VIALONE","PV","0.500000","0.00","15000.00"
"I213","SANT'ALESSIO CON VIALONE","PV","0.600000","15000.01","28000.00"
"I213","SANT'ALESSIO CON VIALONE","PV","0.610000","28000.01","55000.00"
"I213","SANT'ALESSIO CON VIALONE","PV","0.700000","55000.01","75000.00"
"I213","SANT'ALESSIO CON VIALONE","PV","0.800000","75000.01","999999999.99"
"I225","SANTA MARGHERITA LIGURE","GE","0.400000","0.00","15000.00"
"I225","SANTA MARGHERITA LIGURE","GE","0.450000","15000.01","28000.00"
"I225","SANTA MARGHERITA LIGURE","GE","0.500000","28000.01","55000.00"
"I225","SANTA MARGHERITA LIGURE","GE","0.750000","55000.01","75000.00"
"I225","SANTA MARGHERITA LIGURE","GE","0.800000","75000.01","999999999.99"
"I232","SANTA MARIA A MONTE","PI","0.620000","0.00","15000.00"
"I232","SANTA MARIA A MONTE","PI","0.720000","15000.01","28000.00"
"I232","SANTA MARIA A MONTE","PI","0.780000","28000.01","55000.00"
"I232","SANTA MARIA A MONTE","PI","0.790000","55000.01","75000.00"
"I232","SANTA MARIA A MONTE","PI","0.800000","75000.01","999999999.99"
"I236","TRAVACO' SICCOMARIO","PV","0.400000","0.00","15000.00"
"I236","TRAVACO' SICCOMARIO","PV","0.500000","15000.01","28000.00"
"I236","TRAVACO' SICCOMARIO","PV","0.550000","28000.01","55000.00"
"I236","TRAVACO' SICCOMARIO","PV","0.700000","55000.01","75000.00"
"I236","TRAVACO' SICCOMARIO","PV","0.800000","75000.01","999999999.99"
"I237","SANTA MARIA DELLA VERSA","PV","0.500000","0.00","15000.00"
"I237","SANTA MARIA DELLA VERSA","PV","0.550000","15000.01","28000.00"
"I237","SANTA MARIA DELLA VERSA","PV","0.600000","28000.01","55000.00"
"I237","SANTA MARIA DELLA VERSA","PV","0.750000","55000.01","75000.00"
"I237","SANTA MARIA DELLA VERSA","PV","0.780000","75000.01","999999999.99"
"I243","SANTA MARIA HOE'","LC","0.400000","0.00","15000.00"
"I243","SANTA MARIA HOE'","LC","0.500000","15000.01","28000.00"
"I243","SANTA MARIA HOE'","LC","0.600000","28000.01","55000.00"
"I243","SANTA MARIA HOE'","LC","0.700000","55000.01","75000.00"
"I243","SANTA MARIA HOE'","LC","0.800000","75000.01","999999999.99"
"I247","SANTA MARIA LA FOSSA","CE","0.600000","0.00","15000.00"
"I247","SANTA MARIA LA FOSSA","CE","0.700000","15000.01","28000.00"
"I247","SANTA MARIA LA FOSSA","CE","0.780000","28000.01","55000.00"
"I247","SANTA MARIA LA FOSSA","CE","0.790000","55000.01","75000.00"
"I247","SANTA MARIA LA FOSSA","CE","0.800000","75000.01","999999999.99"
"I256","SANT'AMBROGIO SUL GARIGLIANO","FR","0.200000","0.00","15000.00"
"I256","SANT'AMBROGIO SUL GARIGLIANO","FR","0.300000","15000.01","28000.00"
"I256","SANT'AMBROGIO SUL GARIGLIANO","FR","0.400000","28000.01","55000.00"
"I256","SANT'AMBROGIO SUL GARIGLIANO","FR","0.500000","55000.01","75000.00"
"I256","SANT'AMBROGIO SUL GARIGLIANO","FR","0.600000","75000.01","999999999.99"
"I275","SANT'ANGELO DI PIOVE DI SACCO","PD","0.550000","0.00","15000.00"
"I275","SANT'ANGELO DI PIOVE DI SACCO","PD","0.600000","15000.01","28000.00"
"I275","SANT'ANGELO DI PIOVE DI SACCO","PD","0.650000","28000.01","55000.00"
"I275","SANT'ANGELO DI PIOVE DI SACCO","PD","0.700000","55000.01","75000.00"
"I275","SANT'ANGELO DI PIOVE DI SACCO","PD","0.800000","75000.01","999999999.99"
"I291","SANTA NINFA","TP","0.600000","0.00","15000.00"
"I291","SANTA NINFA","TP","0.650000","15000.01","28000.00"
"I291","SANTA NINFA","TP","0.700000","28000.01","55000.00"
"I291","SANTA NINFA","TP","0.750000","55000.01","75000.00"
"I291","SANTA NINFA","TP","0.800000","75000.01","999999999.99"
"I300","SANT'ANTONIO ABATE","NA","0.600000","0.00","15000.00"
"I300","SANT'ANTONIO ABATE","NA","0.650000","15000.01","28000.00"
"I300","SANT'ANTONIO ABATE","NA","0.700000","28000.01","55000.00"
"I300","SANT'ANTONIO ABATE","NA","0.750000","55000.01","75000.00"
"I300","SANT'ANTONIO ABATE","NA","0.800000","75000.01","999999999.99"
"I304","SANTARCANGELO DI ROMAGNA","RN","0.530000","0.00","15000.00"
"I304","SANTARCANGELO DI ROMAGNA","RN","0.730000","15000.01","28000.00"
"I304","SANTARCANGELO DI ROMAGNA","RN","0.780000","28000.01","55000.00"
"I304","SANTARCANGELO DI ROMAGNA","RN","0.790000","55000.01","75000.00"
"I304","SANTARCANGELO DI ROMAGNA","RN","0.800000","75000.01","999999999.99"
"I327","SANTENA","TO","0.500000","0.00","15000.00"
"I327","SANTENA","TO","0.700000","15000.01","28000.00"
"I327","SANTENA","TO","0.780000","28000.01","55000.00"
"I327","SANTENA","TO","0.790000","55000.01","75000.00"
"I327","SANTENA","TO","0.800000","75000.01","999999999.99"
"I356","SANTO STEFANO QUISQUINA","AG","0.400000","0.00","15000.00"
"I356","SANTO STEFANO QUISQUINA","AG","0.410000","15000.01","28000.00"
"I356","SANTO STEFANO QUISQUINA","AG","0.770000","28000.01","55000.00"
"I356","SANTO STEFANO QUISQUINA","AG","0.780000","55000.01","75000.00"
"I356","SANTO STEFANO QUISQUINA","AG","0.800000","75000.01","999999999.99"
"I361","SANTO STEFANO TICINO","MI","0.680000","0.00","15000.00"
"I361","SANTO STEFANO TICINO","MI","0.730000","15000.01","28000.00"
"I361","SANTO STEFANO TICINO","MI","0.760000","28000.01","55000.00"
"I361","SANTO STEFANO TICINO","MI","0.770000","55000.01","75000.00"
"I361","SANTO STEFANO TICINO","MI","0.800000","75000.01","999999999.99"
"I373","SAN STINO DI LIVENZA","VE","0.670000","0.00","15000.00"
"I373","SAN STINO DI LIVENZA","VE","0.770000","15000.01","28000.00"
"B805","CARONNO PERTUSELLA","VA","0.800000","75000.01","999999999.99"
"D123","COTRONEI","KR","0.600000","55000.01","75000.00"
"D123","COTRONEI","KR","0.700000","75000.01","999999999.99"
"D126","COVO","BG","0.400000","0.00","15000.00"
"D126","COVO","BG","0.500000","15000.01","28000.00"
"D126","COVO","BG","0.580000","28000.01","55000.00"
"D126","COVO","BG","0.700000","55000.01","75000.00"
"D126","COVO","BG","0.800000","75000.01","999999999.99"
"D143","CREMELLA","LC","0.400000","0.00","15000.00"
"D143","CREMELLA","LC","0.500000","15000.01","28000.00"
"D143","CREMELLA","LC","0.550000","28000.01","55000.00"
"D143","CREMELLA","LC","0.600000","55000.01","75000.00"
"D143","CREMELLA","LC","0.700000","75000.01","999999999.99"
"D145","CREMENO","LC","0.200000","0.00","15000.00"
"D145","CREMENO","LC","0.400000","15000.01","28000.00"
"D145","CREMENO","LC","0.600000","28000.01","55000.00"
"D145","CREMENO","LC","0.780000","55000.01","75000.00"
"D145","CREMENO","LC","0.800000","75000.01","999999999.99"
"D151","CREMOSANO","CR","0.500000","0.00","15000.00"
"D151","CREMOSANO","CR","0.600000","15000.01","28000.00"
"D151","CREMOSANO","CR","0.700000","28000.01","55000.00"
"D151","CREMOSANO","CR","0.750000","55000.01","75000.00"
"D151","CREMOSANO","CR","0.800000","75000.01","999999999.99"
"D168","CREVOLADOSSOLA","VB","0.400000","0.00","15000.00"
"D168","CREVOLADOSSOLA","VB","0.410000","15000.01","28000.00"
"D168","CREVOLADOSSOLA","VB","0.600000","28000.01","55000.00"
"D168","CREVOLADOSSOLA","VB","0.700000","55000.01","75000.00"
"D168","CREVOLADOSSOLA","VB","0.800000","75000.01","999999999.99"
"D185","CROSIO DELLA VALLE","VA","0.400000","0.00","15000.00"
"D185","CROSIO DELLA VALLE","VA","0.500000","15000.01","28000.00"
"D185","CROSIO DELLA VALLE","VA","0.600000","28000.01","55000.00"
"D185","CROSIO DELLA VALLE","VA","0.700000","55000.01","75000.00"
"D185","CROSIO DELLA VALLE","VA","0.800000","75000.01","999999999.99"
"D198","CUGGIONO","MI","0.500000","0.00","15000.00"
"D198","CUGGIONO","MI","0.600000","15000.01","28000.00"
"D198","CUGGIONO","MI","0.680000","28000.01","55000.00"
"D198","CUGGIONO","MI","0.770000","55000.01","75000.00"
"D198","CUGGIONO","MI","0.800000","75000.01","999999999.99"
"D205","CUNEO","CN","0.700000","0.00","15000.00"
"D205","CUNEO","CN","0.730000","15000.01","28000.00"
"D205","CUNEO","CN","0.760000","28000.01","55000.00"
"D205","CUNEO","CN","0.790000","55000.01","75000.00"
"D205","CUNEO","CN","0.800000","75000.01","999999999.99"
"D221","CURNO","BG","0.200000","0.00","15000.00"
"D221","CURNO","BG","0.350000","15000.01","28000.00"
"D221","CURNO","BG","0.500000","28000.01","55000.00"
"D221","CURNO","BG","0.650000","55000.01","75000.00"
"D221","CURNO","BG","0.800000","75000.01","999999999.99"
"D228","CURTI","CE","0.600000","0.00","15000.00"
"D228","CURTI","CE","0.750000","15000.01","28000.00"
"D228","CURTI","CE","0.770000","28000.01","55000.00"
"D228","CURTI","CE","0.790000","55000.01","75000.00"
"D228","CURTI","CE","0.800000","75000.01","999999999.99"
"D238","CUVEGLIO","VA","0.475000","0.00","15000.00"
"D238","CUVEGLIO","VA","0.660000","15000.01","28000.00"
"D238","CUVEGLIO","VA","0.680000","28000.01","55000.00"
"D238","CUVEGLIO","VA","0.700000","55000.01","75000.00"
"D238","CUVEGLIO","VA","0.800000","75000.01","999999999.99"
"D245","DALMINE","BG","0.450000","0.00","15000.00"
"D245","DALMINE","BG","0.460000","15000.01","28000.00"
"D245","DALMINE","BG","0.470000","28000.01","55000.00"
"D245","DALMINE","BG","0.750000","55000.01","75000.00"
"D245","DALMINE","BG","0.800000","75000.01","999999999.99"
"D259","DECIMOMANNU","CA","0.200000","0.00","15000.00"
"D259","DECIMOMANNU","CA","0.300000","15000.01","28000.00"
"D259","DECIMOMANNU","CA","0.400000","28000.01","55000.00"
"D259","DECIMOMANNU","CA","0.600000","55000.01","75000.00"
"D259","DECIMOMANNU","CA","0.800000","75000.01","999999999.99"
"D261","DECOLLATURA","CZ","0.300000","0.00","15000.00"
"D261","DECOLLATURA","CZ","0.400000","15000.01","28000.00"
"D261","DECOLLATURA","CZ","0.500000","28000.01","55000.00"
"D261","DECOLLATURA","CZ","0.600000","55000.01","75000.00"
"D261","DECOLLATURA","CZ","0.800000","75000.01","999999999.99"
"D267","DELIA","CL","0.500000","0.00","15000.00"
"D267","DELIA","CL","0.550000","15000.01","28000.00"
"D267","DELIA","CL","0.600000","28000.01","55000.00"
"D267","DELIA","CL","0.650000","55000.01","75000.00"
"D267","DELIA","CL","0.700000","75000.01","999999999.99"
"D284","DESENZANO DEL GARDA","BS","0.400000","0.00","15000.00"
"D284","DESENZANO DEL GARDA","BS","0.500000","15000.01","28000.00"
"D284","DESENZANO DEL GARDA","BS","0.600000","28000.01","55000.00"
"D284","DESENZANO DEL GARDA","BS","0.700000","55000.01","75000.00"
"D284","DESENZANO DEL GARDA","BS","0.800000","75000.01","999999999.99"
"D286","DESIO","MB","0.480000","0.00","15000.00"
"D286","DESIO","MB","0.580000","15000.01","28000.00"
"D286","DESIO","MB","0.710000","28000.01","55000.00"
"D286","DESIO","MB","0.760000","55000.01","75000.00"
"D286","DESIO","MB","0.800000","75000.01","999999999.99"
"D300","DIGNANO","UD","0.450000","0.00","15000.00"
"D300","DIGNANO","UD","0.500000","15000.01","28000.00"
"D300","DIGNANO","UD","0.550000","28000.01","55000.00"
"D300","DIGNANO","UD","0.700000","55000.01","75000.00"
"D300","DIGNANO","UD","0.800000","75000.01","999999999.99"
"D303","DINAMI","VV","0.500000","0.00","15000.00"
"D303","DINAMI","VV","0.600000","15000.01","28000.00"
"D303","DINAMI","VV","0.700000","28000.01","55000.00"
"D303","DINAMI","VV","0.750000","55000.01","75000.00"
"D303","DINAMI","VV","0.800000","75000.01","999999999.99"
"D314","DOGLIANI","CN","0.400000","0.00","15000.00"
"D314","DOGLIANI","CN","0.410000","15000.01","28000.00"
"D314","DOGLIANI","CN","0.500000","28000.01","55000.00"
"D314","DOGLIANI","CN","0.600000","55000.01","75000.00"
"D314","DOGLIANI","CN","0.700000","75000.01","999999999.99"
"D323","DOLIANOVA","CA","0.500000","0.00","15000.00"
"D323","DOLIANOVA","CA","0.550000","15000.01","28000.00"
"D323","DOLIANOVA","CA","0.600000","28000.01","55000.00"
"D323","DOLIANOVA","CA","0.700000","55000.01","75000.00"
"D323","DOLIANOVA","CA","0.800000","75000.01","999999999.99"
"D327","DOLZAGO","LC","0.200000","0.00","15000.00"
"D327","DOLZAGO","LC","0.350000","15000.01","28000.00"
"D327","DOLZAGO","LC","0.500000","28000.01","55000.00"
"D327","DOLZAGO","LC","0.700000","55000.01","75000.00"
"D327","DOLZAGO","LC","0.800000","75000.01","999999999.99"
"D331","DOMICELLA","AV","0.500000","0.00","15000.00"
"D331","DOMICELLA","AV","0.650000","15000.01","28000.00"
"D331","DOMICELLA","AV","0.700000","28000.01","55000.00"
"D331","DOMICELLA","AV","0.750000","55000.01","75000.00"
"D331","DOMICELLA","AV","0.800000","75000.01","999999999.99"
"D332","DOMODOSSOLA","VB","0.600000","0.00","15000.00"
"D332","DOMODOSSOLA","VB","0.650000","15000.01","28000.00"
"D332","DOMODOSSOLA","VB","0.700000","28000.01","55000.00"
"D332","DOMODOSSOLA","VB","0.750000","55000.01","75000.00"
"D332","DOMODOSSOLA","VB","0.800000","75000.01","999999999.99"
"D348","DORNO","PV","0.550000","0.00","15000.00"
"D348","DORNO","PV","0.600000","15000.01","28000.00"
"D348","DORNO","PV","0.750000","28000.01","55000.00"
"D348","DORNO","PV","0.790000","55000.01","75000.00"
"D348","DORNO","PV","0.800000","75000.01","999999999.99"
"D351","DOSOLO","MN","0.450000","0.00","15000.00"
"D351","DOSOLO","MN","0.500000","15000.01","28000.00"
"D351","DOSOLO","MN","0.750000","28000.01","55000.00"
"D351","DOSOLO","MN","0.780000","55000.01","75000.00"
"D351","DOSOLO","MN","0.800000","75000.01","999999999.99"
"D357","DOVADOLA","FC","0.400000","0.00","15000.00"
"D357","DOVADOLA","FC","0.550000","15000.01","28000.00"
"D357","DOVADOLA","FC","0.780000","28000.01","55000.00"
"D357","DOVADOLA","FC","0.790000","55000.01","75000.00"
"D357","DOVADOLA","FC","0.800000","75000.01","999999999.99"
"D358","DOVERA","CR","0.190000","0.00","15000.00"
"D358","DOVERA","CR","0.250000","15000.01","28000.00"
"D358","DOVERA","CR","0.350000","28000.01","55000.00"
"D358","DOVERA","CR","0.780000","55000.01","75000.00"
"D358","DOVERA","CR","0.790000","75000.01","999999999.99"
"D360","DOZZA","BO","0.500000","0.00","15000.00"
"D360","DOZZA","BO","0.650000","15000.01","28000.00"
"D360","DOZZA","BO","0.750000","28000.01","55000.00"
"D360","DOZZA","BO","0.790000","55000.01","75000.00"
"D360","DOZZA","BO","0.800000","75000.01","999999999.99"
"D364","DRAPIA","VV","0.200000","0.00","15000.00"
"D364","DRAPIA","VV","0.300000","15000.01","28000.00"
"D364","DRAPIA","VV","0.400000","28000.01","55000.00"
"D364","DRAPIA","VV","0.500000","55000.01","75000.00"
"D364","DRAPIA","VV","0.600000","75000.01","999999999.99"
"D370","DRIZZONA","CR","0.300000","0.00","15000.00"
"D370","DRIZZONA","CR","0.400000","15000.01","28000.00"
"D370","DRIZZONA","CR","0.600000","28000.01","55000.00"
"D370","DRIZZONA","CR","0.700000","55000.01","75000.00"
"D370","DRIZZONA","CR","0.800000","75000.01","999999999.99"
"D399","ELMAS","CA","0.380000","0.00","15000.00"
"D399","ELMAS","CA","0.400000","15000.01","28000.00"
"D399","ELMAS","CA","0.550000","28000.01","55000.00"
"D399","ELMAS","CA","0.780000","55000.01","75000.00"
"D399","ELMAS","CA","0.800000","75000.01","999999999.99"
"D403","EMPOLI","FI","0.390000","0.00","15000.00"
"D403","EMPOLI","FI","0.520000","15000.01","28000.00"
"D403","EMPOLI","FI","0.730000","28000.01","55000.00"
"D403","EMPOLI","FI","0.780000","55000.01","75000.00"
"D403","EMPOLI","FI","0.800000","75000.01","999999999.99"
"D434","ESINE","BS","0.100000","0.00","15000.00"
"D434","ESINE","BS","0.400000","15000.01","28000.00"
"D434","ESINE","BS","0.690000","28000.01","55000.00"
"D434","ESINE","BS","0.780000","55000.01","75000.00"
"D434","ESINE","BS","0.800000","75000.01","999999999.99"
"D436","ESINO LARIO","LC","0.490000","0.00","15000.00"
"D436","ESINO LARIO","LC","0.500000","15000.01","28000.00"
"D436","ESINO LARIO","LC","0.550000","28000.01","55000.00"
"D436","ESINO LARIO","LC","0.600000","55000.01","75000.00"
"D436","ESINO LARIO","LC","0.610000","75000.01","999999999.99"
"D445","EUPILIO","CO","0.300000","0.00","15000.00"
"D445","EUPILIO","CO","0.400000","15000.01","28000.00"
"D445","EUPILIO","CO","0.600000","28000.01","55000.00"
"D445","EUPILIO","CO","0.700000","55000.01","75000.00"
"D445","EUPILIO","CO","0.800000","75000.01","999999999.99"
"D450","FABBRICO","RE","0.350000","0.00","15000.00"
"D450","FABBRICO","RE","0.450000","15000.01","28000.00"
"D450","FABBRICO","RE","0.650000","28000.01","55000.00"
"D450","FABBRICO","RE","0.750000","55000.01","75000.00"
"D450","FABBRICO","RE","0.800000","75000.01","999999999.99"
"D453","FABRIZIA","VV","0.200000","0.00","15000.00"
"D453","FABRIZIA","VV","0.300000","15000.01","28000.00"
"D453","FABRIZIA","VV","0.400000","28000.01","55000.00"
"D453","FABRIZIA","VV","0.500000","55000.01","75000.00"
"D453","FABRIZIA","VV","0.600000","75000.01","999999999.99"
"D458","FAENZA","RA","0.400000","0.00","15000.00"
"D458","FAENZA","RA","0.500000","15000.01","28000.00"
"D458","FAENZA","RA","0.600000","28000.01","55000.00"
"D458","FAENZA","RA","0.700000","55000.01","75000.00"
"D458","FAENZA","RA","0.800000","75000.01","999999999.99"
"D482","FALOPPIO","CO","0.200000","0.00","15000.00"
"D482","FALOPPIO","CO","0.300000","15000.01","28000.00"
"D482","FALOPPIO","CO","0.400000","28000.01","55000.00"
"D482","FALOPPIO","CO","0.500000","55000.01","75000.00"
"D482","FALOPPIO","CO","0.600000","75000.01","999999999.99"
"D495","FARA SAN MARTINO","CH","0.600000","0.00","15000.00"
"D495","FARA SAN MARTINO","CH","0.650000","15000.01","28000.00"
"D495","FARA SAN MARTINO","CH","0.700000","28000.01","55000.00"
"D495","FARA SAN MARTINO","CH","0.750000","55000.01","75000.00"
"D495","FARA SAN MARTINO","CH","0.800000","75000.01","999999999.99"
"I373","SAN STINO DI LIVENZA","VE","0.780000","28000.01","55000.00"
"I373","SAN STINO DI LIVENZA","VE","0.790000","55000.01","75000.00"
"I373","SAN STINO DI LIVENZA","VE","0.800000","75000.01","999999999.99"
"I405","SAN VITO DI FAGAGNA","UD","0.390000","0.00","15000.00"
"I405","SAN VITO DI FAGAGNA","UD","0.400000","15000.01","28000.00"
