"cd_categoria_gruppo","ds_categoria_gruppo","fl_gestione_inventario","fl_gestione_magazzino","fl_ammortamento","cd_proprio","livello","data_cancellazione","dacr","utcr","duva","utuv","pg_ver_rec","cd_categoria_padre","fl_gestione_targa","fl_gestione_seriale"
"1.4601","MACCHINARI PER TIPOGRAFIA","Y","Y","Y","4601","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:50.000","SYSTEM","1","1","N","N"
"1.4401","LIBRERIE IN METALLO","Y","Y","Y","4401","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:50.000","SYSTEM","1","1","N","N"
"1.4403","LIBRERIE IN MATERIALI VARI","Y","Y","Y","4403","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:50.000","SYSTEM","1","1","N","N"
"1.4402","LIBRERIE IN LEGNO","Y","Y","Y","4402","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:50.000","SYSTEM","1","1","N","N"
"1.4400","LIBRERIE E SCAFFALATURE","Y","Y","Y","4400","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:50.000","SYSTEM","1","1","N","N"
"1.5602","LEGGII","Y","Y","Y","5602","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:50.000","SYSTEM","1","1","N","N"
"1.3404","LAVATRICI PER BIANCHERIA","Y","Y","Y","3404","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:50.000","SYSTEM","1","1","N","N"
"1.4201","LAVAGNE NERE NORMALI","Y","Y","Y","4201","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:50.000","SYSTEM","1","1","N","N"
"1.4207","LAVAGNE LUMINOSE","Y","Y","Y","4207","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:50.000","SYSTEM","1","1","N","N"
"1.7001","SCRIVANIE IN METALLO","Y","Y","Y","7001","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:50.000","SYSTEM","1","1","N","N"
"1.4802","MACCHINE DA CALCOLO -PORTATILI-","Y","Y","Y","4802","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:50.000","SYSTEM","1","1","N","N"
"1.6300","RILEGATRICI","Y","Y","Y","6300","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:50.000","SYSTEM","1","1","N","N"
"1.7003","SCRIVANIE IN MATERIALI VARI","Y","Y","Y","7003","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:50.000","SYSTEM","1","1","N","N"
"1.7002","SCRIVANIE IN LEGNO","Y","Y","Y","7002","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:50.000","SYSTEM","1","1","N","N"
"1.7000","SCRIVANIE","Y","Y","Y","7000","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:50.000","SYSTEM","1","1","N","N"
"1.6802","SCHEDARI A MURO","Y","Y","Y","6802","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:50.000","SYSTEM","1","1","N","N"
"1.6801","SCHEDARI","Y","Y","Y","6801","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:50.000","SYSTEM","1","1","N","N"
"1.6601","SCALE IN METALLO","Y","Y","Y","6601","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:50.000","SYSTEM","1","1","N","N"
"1.6602","SCALE IN LEGNO","Y","Y","Y","6602","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:50.000","SYSTEM","1","1","N","N"
"1.6600","SCALE","Y","Y","Y","6600","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:50.000","SYSTEM","1","1","N","N"
"1.4404","SCAFFALATURE IN METALLO","Y","Y","Y","4404","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:50.000","SYSTEM","1","1","N","N"
"1.4406","SCAFFALATURE IN MATERIALI VARI","Y","Y","Y","4406","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:50.000","SYSTEM","1","1","N","N"
"1.4405","SCAFFALATURE IN LEGNO","Y","Y","Y","4405","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:50.000","SYSTEM","1","1","N","N"
"1.5801","OROLOGI","Y","Y","Y","5801","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:50.000","SYSTEM","1","1","N","N"
"1.6302","RILEGATRICI AUTOMATICHE","Y","Y","Y","6302","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:50.000","SYSTEM","1","1","N","N"
"1.3403","LAVA MOQUETTES E LAVA PAVIMENTI","Y","Y","Y","3403","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:50.000","SYSTEM","1","1","N","N"
"1.6201","PORTATELEFONO IN METALLO","Y","Y","Y","6201","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:50.000","SYSTEM","1","1","N","N"
"1.6203","PORTATELEFONO IN MATERIALI VARI","Y","Y","Y","6203","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:50.000","SYSTEM","1","1","N","N"
"1.6202","PORTATELEFONO IN LEGNO","Y","Y","Y","6202","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:50.000","SYSTEM","1","1","N","N"
"1.6200","PORTATELEFONO","Y","Y","Y","6200","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:50.000","SYSTEM","1","1","N","N"
"1.5606","PORTA TERMINALI/ PORTA STAMPANTI","Y","Y","Y","5606","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:50.000","SYSTEM","1","1","N","N"
"1.6001","POLTRONE IN METALLO","Y","Y","Y","6001","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:50.000","SYSTEM","1","1","N","N"
"1.6003","POLTRONE IN MATERIALI VARI","Y","Y","Y","6003","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:50.000","SYSTEM","1","1","N","N"
"1.6002","POLTRONE IN LEGNO","Y","Y","Y","6002","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:50.000","SYSTEM","1","1","N","N"
"1.6000","POLTRONE","Y","Y","Y","6000","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:50.000","SYSTEM","1","1","N","N"
"1.2602","PERFORATRICI","Y","Y","Y","2602","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:50.000","SYSTEM","1","1","N","N"
"1.5601","PENSILI E MENSOLE","Y","Y","Y","5601","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:50.000","SYSTEM","1","1","N","N"
"1.6301","RILEGATRICI MANUALI","Y","Y","Y","6301","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:50.000","SYSTEM","1","1","N","N"
"1.1600","ARMADI CORAZZATI E CASSEFORTI","Y","Y","Y","1600","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:50.000","SYSTEM","1","1","N","N"
"1.4202","LAVAGNE BIANCHE MAGNETICHE","Y","Y","Y","4202","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:51.000","SYSTEM","1","1","N","N"
"1.1801","CASSETTE PORTACHIAVI","Y","Y","Y","1801","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:51.000","SYSTEM","1","1","N","N"
"1.1602","CASSEFORTI","Y","Y","Y","1602","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:51.000","SYSTEM","1","1","N","N"
"1.2041","CALCOLATORI ELETTRONICI E PERSONAL COMPUTER","Y","Y","Y","2041","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:51.000","SYSTEM","1","1","N","N"
"1.3402","BATTITAPPETO","Y","Y","Y","3402","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:51.000","SYSTEM","1","1","N","N"
"1.1401","BACHECHE IN METALLO","Y","Y","Y","1401","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:51.000","SYSTEM","1","1","N","N"
"1.1402","BACHECHE IN LEGNO","Y","Y","Y","1402","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:51.000","SYSTEM","1","1","N","N"
"1.1400","BACHECHE","Y","Y","Y","1400","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:51.000","SYSTEM","1","1","N","N"
"1.3401","ASPIRAPOLVERE E ASPIRALIQUIDI","Y","Y","Y","3401","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:51.000","SYSTEM","1","1","N","N"
"1.801","ASCIUGAMANI ELETTRICI","Y","Y","Y","801","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:51.000","SYSTEM","1","1","N","N"
"3.1621","APPARECCHI PER HPLC","Y","Y","Y","1621","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2014-10-23T13:37:04.000","GULLOP","1","3","N","N"
"3.1622","ACCESSORI PER HPLC","Y","Y","Y","1622","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2014-10-23T13:37:04.000","GULLOP","1","3","N","N"
"1.2061","SERVER ELABORAZIONI DATI","Y","Y","Y","2061","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2012-12-18T09:59:54.000","FIORETTOT","1","1","N","N"
"1.405","CELLULARE","Y","Y","Y","405","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2012-12-18T10:00:37.000","FIORETTOT","1","1","N","N"
"0.9.3","Altri servizi","N","Y","N","9.3","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2012-05-16T13:34:01.000","FIORETTOT","1","0","N","N"
"0.9.2","Altre Spese","N","Y","N","9.2","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2010-04-21T14:47:24.000","FIORETTOT","1","0","N","N"
"0.9.1","Attivit? biblioteconomiche","N","Y","N","9.1","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2008-11-17T17:04:41.000","FIORETTOT","1","0","N","N"
"0.7.8","Canoni e spese noleggi autovetture","N","Y","N","7.8","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2005-03-31T09:40:36.000","FIORETTOT","1","0","N","N"
"9.10","Prodotti Radioattivi","N","Y","N","10","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2005-03-07T12:26:17.000","FIORETTOT","1","9","N","N"
"0.7.9","Altri canoni (Affitto Stand)","N","Y","N","7.9","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2005-03-31T09:41:15.000","FIORETTOT","1","0","N","N"
"0.9","Imposta di bollo","N","Y","N","9","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2005-05-02T11:36:45.000","FIORETTOT","1","0","N","N"
"20.1","Incrementi su beni di terzi (c/esercizio)","Y","Y","Y","1","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2005-05-19T09:49:58.000","FIORETTOT","1","20","N","N"
"8.11","Materiale e accessori di consumo","N","Y","N","11","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2005-10-13T10:52:21.000","GULLOP","1","8","N","N"
"3.999","HPLC","Y","Y","Y","999","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2007-10-18T09:08:33.000","FIORETTOT","1","3","N","N"
"8","Tecnici e da Ufficio consum.","N","Y","N","8","0","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2002-03-26T16:35:46.000","PALMERI","1","NULL","N","N"
"0","Servizi","N","Y","N","0","0","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2002-03-26T16:35:46.000","PALMERI","1","NULL","N","N"
"1","Attr. e Arredi da Uff. Invent.","Y","Y","Y","1","0","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2007-10-22T13:19:22.000","MATRASCIA","1","NULL","N","N"
"2","Libri e pubblicazioni","Y","Y","Y","2","0","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2002-11-07T10:52:47.000","DANDREA","1","NULL","N","N"
"10","Fabbricati","Y","Y","Y","10","0","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2004-04-05T17:22:30.000","MATRASCIA","1","NULL","N","N"
"11","Incrementi su beni di terzi","Y","Y","Y","11","0","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2004-05-12T11:47:40.000","DANDREA","1","NULL","N","N"
"12","Brevetti","Y","Y","Y","12","0","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2004-03-30T16:49:32.000","MATRASCIA","1","NULL","N","N"
"13","Software","Y","Y","Y","13","0","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2004-04-05T17:23:04.000","MATRASCIA","1","NULL","N","N"
"7","MonoU.Vetr.Minut.Lab.e Animali","N","Y","N","7","0","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2007-10-22T13:19:22.000","MATRASCIA","1","NULL","N","N"
"9","Prodotti Chimici e Biologici","N","Y","N","9","0","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2002-03-26T16:35:46.000","PALMERI","1","NULL","N","N"
"3","Attr.e Arredi da lab. Invent.","Y","Y","Y","3","0","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2007-10-22T13:19:22.000","MATRASCIA","1","NULL","N","N"
"6","Automezzi","Y","Y","Y","6","0","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2007-10-22T13:19:22.000","MATRASCIA","1","NULL","Y","N"
"18","Costruzioni leggere","Y","Y","Y","18","0","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2004-06-01T12:16:56.000","MATRASCIA","1","NULL","N","N"
"19","Impianti generici","Y","Y","Y","19","0","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2004-06-01T12:17:40.000","MATRASCIA","1","NULL","N","N"
"20","Incrementi su beni di terzi co","Y","Y","Y","20","0","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2005-05-18T15:49:37.000","MODIFICA1","1","NULL","N","N"
"1.601","ARMADI IN METALLO","Y","Y","Y","601","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:51.000","SYSTEM","1","1","N","N"
"1.2002","CASSETTIERE IN LEGNO","Y","Y","Y","2002","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:51.000","SYSTEM","1","1","N","N"
"1.602","ARMADI IN LEGNO","Y","Y","Y","602","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:51.000","SYSTEM","1","1","N","N"
"1.2003","CASSETTIERE IN MATERIALI VARI","Y","Y","Y","2003","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:51.000","SYSTEM","1","1","N","N"
"1.1601","ARMADI CORAZZATI","Y","Y","Y","1601","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:51.000","SYSTEM","1","1","N","N"
"1.604","ARMADI CLASSIFICATORI","Y","Y","Y","604","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:51.000","SYSTEM","1","1","N","N"
"1.600","ARMADI","Y","Y","Y","600","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:51.000","SYSTEM","1","1","N","N"
"1.1001","APPENDIABITI","Y","Y","Y","1001","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:51.000","SYSTEM","1","1","N","N"
"1.400","APPARECCHI TELEFONICI E CENTRALINE","Y","Y","Y","400","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:51.000","SYSTEM","1","1","N","N"
"1.401","APPARECCHI TELEFONICI","Y","Y","Y","401","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:51.000","SYSTEM","1","1","N","N"
"1.501","APPARECCHI PER TRASMISSIONE SU RETE TELEFONICA (TELEX,TELEFAX,ECC","Y","Y","Y","501","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:51.000","SYSTEM","1","1","N","N"
"1.201","APPARECCHI PER IMBALLAGGIO","Y","Y","Y","201","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:51.000","SYSTEM","1","1","N","N"
"1.4205","ACCESSORI X LAVAGNE O PANNELLI","Y","Y","Y","4205","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:51.000","SYSTEM","1","1","N","N"
"1.5405","ACCESSORI VARI PER MACCHINE PER SCRIVERE","Y","Y","Y","5405","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:51.000","SYSTEM","1","1","N","N"
"1.2044","ACCESSORI VARI PER CALCOLATORI E PERSONAL COMPUTER","Y","Y","Y","2044","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:51.000","SYSTEM","1","1","N","N"
"1.603","ARMADI IN MATERIALI VARI","Y","Y","Y","603","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:51.000","SYSTEM","1","1","N","N"
"1.2803","DATTILOSCRITTOI IN MATERIALI VARI","Y","Y","Y","2803","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:51.000","SYSTEM","1","1","N","N"
"1.4001","LAMPADE DA TAVOLO","Y","Y","Y","4001","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:51.000","SYSTEM","1","1","N","N"
"1.4002","LAMPADE DA PAVIMENTO","Y","Y","Y","4002","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:51.000","SYSTEM","1","1","N","N"
"1.4000","LAMPADE","Y","Y","Y","4000","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:51.000","SYSTEM","1","1","N","N"
"1.3801","LAMPADARI","Y","Y","Y","3801","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:51.000","SYSTEM","1","1","N","N"
"1.3601","FOTORIPRODUTTORI","Y","Y","Y","3601","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:51.000","SYSTEM","1","1","N","N"
"1.3501","ETICHETTATRICI","Y","Y","Y","3501","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:51.000","SYSTEM","1","1","N","N"
"1.3405","ELETTRODOMESTICI VARI","Y","Y","Y","3405","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:51.000","SYSTEM","1","1","N","N"
"1.3400","ELETTRODOMESTICI","Y","Y","Y","3400","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:51.000","SYSTEM","1","1","N","N"
"1.3201","DIVANI","Y","Y","Y","3201","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:51.000","SYSTEM","1","1","N","N"
"1.3002","DISTRIBUTORI PER SAPONE","Y","Y","Y","3002","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:51.000","SYSTEM","1","1","N","N"
"1.3001","DISTRIBUTORI PER CARTA","Y","Y","Y","3001","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:51.000","SYSTEM","1","1","N","N"
"1.2000","CASSETTIERE","Y","Y","Y","2000","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:51.000","SYSTEM","1","1","N","N"
"1.2801","DATTILOSCRITTOI IN METALLO","Y","Y","Y","2801","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:51.000","SYSTEM","1","1","N","N"
"1.4206","LAVAGNE ELETTRONICHE","Y","Y","Y","4206","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:51.000","SYSTEM","1","1","N","N"
"1.2802","DATTILOSCRITTOI IN LEGNO","Y","Y","Y","2802","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:51.000","SYSTEM","1","1","N","N"
"1.2800","DATTILOSCRITTOI","Y","Y","Y","2800","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:51.000","SYSTEM","1","1","N","N"
"1.2600","CUCITRICI E PERFORATRICI","Y","Y","Y","2600","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:51.000","SYSTEM","1","1","N","N"
"1.2601","CUCITRICI","Y","Y","Y","2601","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:51.000","SYSTEM","1","1","N","N"
"1.5603","COPRIRADIATORI","Y","Y","Y","5603","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:51.000","SYSTEM","1","1","N","N"
"1.2401","CLASSIFICATORI","Y","Y","Y","2401","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:51.000","SYSTEM","1","1","N","N"
"1.2201","CESTINI E PORTAOMBRELLI","Y","Y","Y","2201","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:51.000","SYSTEM","1","1","N","N"
"1.2200","CESTINI","Y","Y","Y","2200","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:51.000","SYSTEM","1","1","N","N"
"1.402","CENTRALINE TELEFONICHE","Y","Y","Y","402","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:51.000","SYSTEM","1","1","N","N"
"1.403","CENTRALINE INTERCOMUNICANTI","Y","Y","Y","403","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:51.000","SYSTEM","1","1","N","N"
"1.2001","CASSETTIERE IN METALLO","Y","Y","Y","2001","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:51.000","SYSTEM","1","1","N","N"
"1.3000","DISTRIBUTORI","Y","Y","Y","3000","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:51.000","SYSTEM","1","1","N","N"
"1.8801","TIMBRI","Y","Y","Y","8801","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:51.000","SYSTEM","1","1","N","N"
"1.7203","SGABELLI IN MATERIALI VARI","Y","Y","Y","7203","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:51.000","SYSTEM","1","1","N","N"
"1.7201","SGABELLI IN METALLO","Y","Y","Y","7201","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:51.000","SYSTEM","1","1","N","N"
"1.7403","STUFE PER  RISCALDAMENTO","Y","Y","Y","7403","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:51.000","SYSTEM","1","1","N","N"
"1.2042","TERMINALI VIDEO","Y","Y","Y","2042","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:51.000","SYSTEM","1","1","N","N"
"1.2045","TERMINALI VIDEOGRAFICI","Y","Y","Y","2045","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:51.000","SYSTEM","1","1","N","N"
"1.7202","SGABELLI IN LEGNO","Y","Y","Y","7202","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:51.000","SYSTEM","1","1","N","N"
"1.7402","TERMOCONVETTORI AD CIRCOLAZIONE DI FLUIDO PER RISCALDAMENTO","Y","Y","Y","7402","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:51.000","SYSTEM","1","1","N","N"
"1.8202","TAVOLI IN LEGNO","Y","Y","Y","8202","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:51.000","SYSTEM","1","1","N","N"
"1.8200","TAVOLI","Y","Y","Y","8200","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:51.000","SYSTEM","1","1","N","N"
"1.2043","STAMPANTI","Y","Y","Y","2043","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:51.000","SYSTEM","1","1","N","N"
"1.2046","TASTIERE","Y","Y","Y","2046","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:51.000","SYSTEM","1","1","N","N"
"1.7601","SUPPELLETTILI VARIE","Y","Y","Y","7601","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:51.000","SYSTEM","1","1","N","N"
"1.8001","TAPPETI","Y","Y","Y","8001","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:51.000","SYSTEM","1","1","N","N"
"1.7801","TAGLIERINE","Y","Y","Y","7801","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:51.000","SYSTEM","1","1","N","N"
"1.7400","TERMOCONVETTORI PER RISCALDAMENTO","Y","Y","Y","7400","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:51.000","SYSTEM","1","1","N","N"
"1.7401","TERMOCONVETTORI A VENTILAZIONE PER RISCALDAMENTO","Y","Y","Y","7401","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:51.000","SYSTEM","1","1","N","N"
"1.404","SEGRETERIE TELEFONICHE AUTOMATICHE","Y","Y","Y","404","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:51.000","SYSTEM","1","1","N","N"
"1.8401","TENDAGGI DA ARREDAMENTI","Y","Y","Y","8401","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:51.000","SYSTEM","1","1","N","N"
"1.6401","SEDIE IN METALLO","Y","Y","Y","6401","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:51.000","SYSTEM","1","1","N","N"
"1.6403","SEDIE IN MATERIALI VARI","Y","Y","Y","6403","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:51.000","SYSTEM","1","1","N","N"
"1.9001","VENTILATORI","Y","Y","Y","9001","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:51.000","SYSTEM","1","1","N","N"
"1.6402","SEDIE IN LEGNO","Y","Y","Y","6402","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:51.000","SYSTEM","1","1","N","N"
"1.5604","VETRINE","Y","Y","Y","5604","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:51.000","SYSTEM","1","1","N","N"
"1.2047","UNITA' DI CONTROLLO","Y","Y","Y","2047","1","NULL","2017-05-19T14:38:37.000","MIGRAZIONE","2001-10-08T16:13:51.000","SYSTEM","1","1","N","N"
