"cd_unita_operativa","ds_unita_operativa","cd_unita_organizzativa","dt_cancellazione","dacr","utcr","duva","utuv","pg_ver_rec"
"CN.ESPS1.1","Epidemiologia Clinica e Linee","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2004-01-15T16:00:43.000","FIORETTOT","1"
"CN.ESPS1.2","Farmacoepidemiologia","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2004-01-15T16:00:43.000","FIORETTOT","1"
"CN.ESPS1.3","Epid.Malattie Cerebro e Card.","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2004-01-15T16:00:43.000","FIORETTOT","1"
"CN.ESPS1.4","Epidemiologia dei Tumori","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2004-01-15T16:00:44.000","FIORETTOT","1"
"CN.ESPS1.5","Epid.Malattie Infettive","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2004-01-15T16:00:44.000","FIORETTOT","1"
"CN.ESPS1.6","Epidemiologia Genetica","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2004-01-15T16:00:44.000","FIORETTOT","1"
"CN.ESPS1.7","Salute Donna e dell'et? Evol.","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2004-01-15T16:00:44.000","FIORETTOT","1"
"URE","Ufficio Relazioni Esterne","000.014","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2007-04-16T15:24:08.000","FIORETTOT","1"
"CNS","CENTRO NAZIONALE SANGUE","000.004","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2007-08-28T09:34:53.000","FIORETTOT","1"
"CSC","CENTRO NAZ. SOSTANZE CHIMICHE","000.015","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2007-12-28T09:29:20.000","FIORETTOT","1"
"DIP.FARM1.14","Farmaci Antitumorali","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2008-04-30T15:22:52.000","FIORETTOT","1"
"DIP.BICN1.14","Malattie Rare","000.017","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2008-05-29T15:49:03.000","FIORETTOT","1"
"DIP.SAAA1.8","Ademp.comunitari Sanit? Pubbli","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2008-06-09T12:47:12.000","FIORETTOT","1"
"DIP.SAAA1.9","Alimentazione","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2008-06-09T12:47:12.000","FIORETTOT","1"
"DIP.SAAA1.10","Contaminanti chim. negli alime","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2008-06-09T12:47:12.000","FIORETTOT","1"
"DIP.SAAA1.11","Dietetica","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2008-06-09T12:47:12.000","FIORETTOT","1"
"DIP.SAAA1.12","Metod.indicat sicur chim filie","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2008-06-09T12:47:12.000","FIORETTOT","1"
"DIP.SAAA1.13","Microrganismi tecnologie alime","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2008-06-09T12:47:12.000","FIORETTOT","1"
"DIP.SAAA1.14","Organismi gen mod.xenob di o.f","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2008-06-09T12:47:12.000","FIORETTOT","1"
"DIP.SAAA1.15","Pericoli Microb.con.agli alime","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2008-06-09T12:47:12.000","FIORETTOT","1"
"DIP.SAAA1.16","Additivi,aromi,coloranti alime","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2008-06-09T12:47:12.000","FIORETTOT","1"
"DIP.SAAA1.17","Invecchiamento legato all'alim","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2008-06-09T12:47:12.000","FIORETTOT","1"
"DIP.SAAA1.18","Malattie da prioni e pat.comp.","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2008-06-09T12:47:12.000","FIORETTOT","1"
"DIP.SAAA1.19","Tossicologia alimentare e vete","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2008-06-09T12:47:12.000","FIORETTOT","1"
"DIP.SAAA1.20","Zoonosi virali","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2008-06-09T12:47:12.000","FIORETTOT","1"
"CRIVIB.1","Direzione e segreteria","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2008-06-24T09:39:37.000","FIORETTOT","1"
"CRIVIB.2","Segeteria Scientifica","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2008-06-24T09:39:37.000","FIORETTOT","1"
"CRIVIB.3","Prodotti Biologici","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2008-06-24T09:39:37.000","FIORETTOT","1"
"CRIVIB.4","Vaccini Batterici","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2008-06-24T09:39:37.000","FIORETTOT","1"
"CRIVIB.5","Vaccini Virali","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2008-06-24T09:39:37.000","FIORETTOT","1"
"OVA","ORG. VALUT. E ACCREDIT. LAB.","000.016","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2008-12-29T17:06:36.000","FIORETTOT","1"
"CNMR","CENTRO NAZIONALE MALATTIE RARE","000.017","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2009-02-17T15:12:10.000","FIORETTOT","1"
"CNMR.1","TEST GENETICI","000.017","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2009-02-17T15:21:17.000","FIORETTOT","1"
"CNMR.2","MARCATORI MOL. MOD.BIOLOGICI","000.017","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2009-02-17T15:21:17.000","FIORETTOT","1"
"CNMR.3","PREV., SORV., FORM. E INF.","000.017","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2009-02-17T15:21:17.000","FIORETTOT","1"
"CNMR.4","FARMACI ORFANI","000.017","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2009-02-17T15:21:17.000","FIORETTOT","1"
"CNMR.5","RETI EU. ED INT. MALATTIE RARE","000.017","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2009-02-17T15:21:17.000","FIORETTOT","1"
"UOGT","UNITA' ORG.GESTIONE TECNICA","000.018","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2009-05-25T10:18:42.000","FIORETTOT","1"
"RE.III","UFFICIO III R.E. CONTRATTI","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2009-09-10T16:38:51.000","FIORETTOT","1"
"DIP.TESA1.14","Tecnologie biolog. dei sistemi","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2010-11-02T14:50:38.000","LANCIOTTI","1"
"DIP.TESA1.15","Biomat. materiali contaminanti","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2010-11-02T14:50:40.000","LANCIOTTI","1"
"OND","ORG.NOT.DISP.MED.VAL.COSMETICI","000.019","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2011-10-26T10:53:59.000","FIORETTOT","1"
"DIP.EOMM1.11","App.zioni Cliniche Terapie Bio","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2012-01-31T14:59:04.000","LANCIOTTI","1"
"DIP.EOMM1.12","Immunoregolazione","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2012-01-31T14:59:34.000","LANCIOTTI","1"
"DIP.EOMM1.13","Immunoterapia Sperimentale","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2012-01-31T15:00:10.000","LANCIOTTI","1"
"A","aa","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2013-02-15T12:28:05.000","FIORETTOT","1"
"CN.ESPS1.10","Registro Nazionale PMA","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2009-01-22T08:20:50.000","FIORETTOT","1"
"DIP.BICN1.12","Neurotossicologia Neuroendocri","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2008-05-29T15:37:38.000","FIORETTOT","1"
"DIP.BICN1.13","Terapia Genica e Cellulare","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2008-05-29T15:37:38.000","FIORETTOT","1"
"CRIVIB","CEN.RICERCA VALUT.PROD.IMM.BIO","000.020","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2008-06-19T12:29:44.000","MODIFICA1","1"
"CN.ESPS1.8","Salute Mentale","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2004-01-15T16:00:44.000","FIORETTOT","1"
"CN.ESPS1.9","Salute Popolazione e Determin.","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2004-01-15T16:00:44.000","FIORETTOT","1"
"CN.ESPS1.US","Ufficio di Statistica","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2004-01-15T16:00:44.000","FIORETTOT","1"
"CN.ESPS1.UP","Ufficio Progetti","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2004-01-15T16:00:44.000","FIORETTOT","1"
"CN.ESPS1.UB","Unit? di Bioetica","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2004-01-15T16:00:44.000","FIORETTOT","1"
"CN.ESPS1.UD","Unit? di Documentazione","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2004-01-15T16:00:44.000","FIORETTOT","1"
"CN.ESPS1.UC","Unit? di Comunicazione","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2004-01-15T16:00:44.000","FIORETTOT","1"
"CN.ESPS1.UF","Unit? di Formazione","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2004-01-15T16:00:44.000","FIORETTOT","1"
"CN.ESPS1.UPS","Unit? di Promozione Salute","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2004-01-15T16:00:44.000","FIORETTOT","1"
"CN.QARA1.1","Additivi, Aromi, Coloranti e Q","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2004-01-15T16:00:44.000","FIORETTOT","1"
"CN.QARA1.2","Alimentazione","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2004-01-15T16:00:44.000","FIORETTOT","1"
"CN.QARA1.3","Adempimenti Comunitari e S.P.","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2004-01-15T16:00:44.000","FIORETTOT","1"
"CN.QARA1.4","Contaminati Chimici","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2004-01-15T16:00:44.000","FIORETTOT","1"
"CN.QARA1.5","Dietetica","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2004-01-15T16:00:44.000","FIORETTOT","1"
"CN.QARA1.6","Pericoli Microbiol.Con.Alimen.","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2004-01-15T16:00:44.000","FIORETTOT","1"
"CN.QARA1.7","Organismi Gen.Mod.Xeno.Fungini","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2004-01-15T16:00:44.000","FIORETTOT","1"
"DIP.AMPP1.1","Ambiente e Traumi","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2004-01-15T16:00:44.000","FIORETTOT","1"
"DIP.AMPP1.2","Antiparassitari","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2004-01-15T16:00:44.000","FIORETTOT","1"
"DIP.AMPP1.3","Bioelementi e Salute","NULL","NULL","2017-04-20T16:59:30.000","MIGRAZIONE","2004-01-15T16:00:44.000","FIORETTOT","1"
