"report_name","priority","ds_report","dacr","utuv","duva","utcr","pg_ver_rec"
"/cnrbilaterali/bilaterali/blt_visite_attribuzione_incarico_str.jasper","2","Stampa Provvedimento Attribuzione Incarico","2012-02-06T00:00:00.000","S.I.","2012-02-06T00:00:00.000","S.I.","1"
"/cnrbilaterali/bilaterali/blt_visite_autorizzazione_partenza_cnr.jasper","2","Stampa Lettera Autorizzazione Partenza/Arrivo","2012-02-06T00:00:00.000","S.I.","2012-02-06T00:00:00.000","S.I.","1"
"/cnrbilaterali/bilaterali/blt_visite_autorizzazione_partenza_str.jasper","2","Stampa Lettera Autorizzazione Partenza/Arrivo Straniero","2012-02-06T00:00:00.000","S.I.","2012-02-06T00:00:00.000","S.I.","1"
"/cnrbilaterali/bilaterali/blt_visite_disp_finanziarie_cnr.jasper","2","Stampa Lettera Disposizioni Finanziarie","2012-02-06T00:00:00.000","S.I.","2012-02-06T00:00:00.000","S.I.","1"
"/cnrbilaterali/bilaterali/blt_visite_documenti_candidatura_cnr.jasper","2","Stampa Documenti Candidatura","2012-02-06T00:00:00.000","S.I.","2012-02-06T00:00:00.000","S.I.","1"
"/cnrbilaterali/bilaterali/blt_visite_impegno_str_fin_visita.jasper","2","Stampa Provvedimento Impegno Straniero","2012-02-06T00:00:00.000","S.I.","2012-02-06T00:00:00.000","S.I.","1"
"/cnrbilaterali/bilaterali/blt_visite_modello_attestato_soggiorno.jasper","2","Stampa Modello Attestato Soggiorno","2012-05-04T00:00:00.000","S.I.","2012-05-04T00:00:00.000","S.I.","1"
"/cnrbilaterali/bilaterali/blt_visite_modello_contratto_str.jasper","2","Stampa Modello Contratto Straniero","2012-02-06T00:00:00.000","S.I.","2012-02-06T00:00:00.000","S.I.","1"
"/cnrbilaterali/bilaterali/blt_visite_modello_contratto_univ.jasper","2","Stampa Modello Contratto Universitario","2012-04-26T00:00:00.000","S.I.","2012-04-26T00:00:00.000","S.I.","1"
"/cnrbilaterali/bilaterali/blt_visite_modulo_rimborso_cnr_e_ass_e_univ.jasper","2","Stampa Modulo Rimborso Spese","2012-04-26T00:00:00.000","S.I.","2012-04-26T00:00:00.000","S.I.","1"
"/cnrbilaterali/bilaterali/blt_visite_nota_addebito_str.jasper","2","Stampa Nota Addebito Stranieri","2012-02-06T00:00:00.000","S.I.","2012-02-06T00:00:00.000","S.I.","1"
"/cnrbilaterali/bilaterali/blt_visite_pagamento_anticpo_str.jasper","2","Stampa Anticipo Pagamento Straniero","2012-02-06T00:00:00.000","S.I.","2012-02-06T00:00:00.000","S.I.","1"
"/cnrbilaterali/bilaterali/blt_visite_pagamento_saldo_cnr.jasper","2","Stampa Saldo Pagamento","2012-02-06T00:00:00.000","S.I.","2012-02-06T00:00:00.000","S.I.","1"
"/cnrbilaterali/bilaterali/blt_visite_pagamento_saldo_str.jasper","2","Stampa Saldo Pagamento Straniero","2012-02-06T00:00:00.000","S.I.","2012-02-06T00:00:00.000","S.I.","1"
"/cnrbilaterali/bilaterali/blt_visite_pagamento_saldo_str_fin_visita.jasper","2","Stampa Pagamento Fine Visita","2012-05-04T00:00:00.000","S.I.","2012-05-04T00:00:00.000","S.I.","1"
"/cnrbilaterali/bilaterali/blt_visite_provvedimento_impegno_cnr.jasper","2","Stampa Provvedimento Impegno","2012-02-06T00:00:00.000","S.I.","2012-02-06T00:00:00.000","S.I.","1"
"/cnrbilaterali/bilaterali/blt_visite_provvedimento_pagamento_ente_str.jasper","2","Stampa Saldo Pagamento Ente Straniero","2012-02-06T00:00:00.000","S.I.","2012-02-06T00:00:00.000","S.I.","1"
"/cnrbilaterali/bilaterali/blt_visite_trasmissione_candidatura_cnr.jasper","2","Stampa Trasmissione Candidatura","2012-02-06T00:00:00.000","S.I.","2012-02-06T00:00:00.000","S.I.","1"
"/cnrbilaterali/bilaterali/blt_visite_trasmissione_candidatura_str.jasper","2","Stampa Trasmissione Candidatura Straniero","2012-02-06T00:00:00.000","S.I.","2012-02-06T00:00:00.000","S.I.","1"
"/preventivo/preventivo/stampa_pdgp_bilancio.jasper","2","Stampa Bilancio Decisionale/Gestionale","2012-02-06T00:00:00.000","S.I.","2012-02-06T00:00:00.000","S.I.","1"
"/doccont/doccont/cup_mandato_gae.jasper","1","Stampa Mandati per CUP","2015-09-07T15:10:20.000","CED_RP","2015-09-07T15:10:20.000","CED_RP","1"
"/cnrpreventivo/pdg/situazione_sintetica_x_progetto.jasper","2","Stampa Situazione Progetto/GAE","2012-02-06T00:00:00.000","S.I.","2012-02-06T00:00:00.000","S.I.","1"
"/preventivo/preventivo/stampa_pdg_rendges_competenza.jasper","2","Stampa Rendiconto Gestionale - I parte","2017-03-13T00:00:00.000","S.I.","2017-03-13T00:00:00.000","S.I.","1"
"/preventivo/preventivo/stampa_pdg_renddec.jasper","2","Stampa Rendiconto Decisionale","2017-07-26T00:00:00.000","S.I.","2017-07-26T00:00:00.000","S.I.","1"
"/preventivo/preventivo/stampa_pdg_rendges_residui.jasper","2","Stampa Rendiconto Gestionale - II parte","2017-07-26T00:00:00.000","S.I.","2017-07-26T00:00:00.000","S.I.","1"
"/doccont/doccont/distinta_cassiere_1210.jasper","1","Stampa distinta 1210","2016-01-08T15:02:44.000","SI","2016-01-08T15:02:44.000","SI","1"
"/preventivo/preventivo/stampa_pdg_rendiconto.jasper","2","Stampa Rendiconto Decisionale/Gestionale","2012-02-06T00:00:00.000","S.I.","2012-02-06T00:00:00.000","S.I.","1"
"/cnranagrafica/clienti/prevdip.rpt","5","Elenco iscrizione previdenziale dipendenti","2003-06-30T17:18:23.000","$$$$$MIGRAZIONE$$$$$","2003-06-30T17:18:23.000","$$$$$MIGRAZIONE$$$$$","1"
"/cnrdoccont/doccont/stampariscontri.rpt","5","Riscontri","2003-10-13T16:32:59.000","$$$$$MIGRAZIONE$$$$$","2003-10-13T16:32:59.000","$$$$$MIGRAZIONE$$$$$","1"
"/cnrdoccont/doccont/stampasospesi.rpt","5","Sospesi","2003-10-13T16:32:59.000","$$$$$MIGRAZIONE$$$$$","2003-10-13T16:32:59.000","$$$$$MIGRAZIONE$$$$$","1"
"/cnrdoccont/doccont/sospesiasscds.rpt","5","Sospesi CNR assegnati ai cds","2003-10-13T16:32:59.000","$$$$$MIGRAZIONE$$$$$","2003-10-13T16:32:59.000","$$$$$MIGRAZIONE$$$$$","1"
"/docamm/docamm/registroFatturePassive.jasper","3","Stampa registro unico fatture","2014-08-05T16:21:21.000","CED_RP","2014-08-05T16:21:21.000","CED_RP","1"
"/cnrpreventivo/pdg/situazione_analitica_gae_res_uscite_x_esercizio_voce.jasper","3","Stampa uscite in c/residui per Esercizio-Voce","2014-04-15T11:41:02.000","CED_RP","2014-04-15T11:41:02.000","CED_RP","1"
