"pg_storico_","im02","dt01","dt02","dacr","utcr","duva","utuv","pg_ver_rec","esercizio","cd_unita_funzionale","cd_chiave_primaria","cd_chiave_secondaria","val01","val02","val03","val04","im01","user_","dt_transaction_","action_"
"2490","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-20T20:35:01.000","$$$$SYSDATE$$$$","4532","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","N","NULL","PCIR009","2017-11-20T20:40:00.000","U"
"2491","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-20T20:40:00.000","$$$$SYSDATE$$$$","4533","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","Y","NULL","PCIR009","2017-11-20T20:40:00.000","U"
"2264","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-20T11:10:00.000","$$$$SYSDATE$$$$","4306","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","N","NULL","PCIR009","2017-11-20T11:15:00.000","U"
"2265","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-20T11:15:00.000","$$$$SYSDATE$$$$","4307","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","Y","NULL","PCIR009","2017-11-20T11:15:05.000","U"
"2276","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-20T11:40:00.000","$$$$SYSDATE$$$$","4318","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","N","NULL","PCIR009","2017-11-20T11:45:00.000","U"
"2277","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-20T11:45:00.000","$$$$SYSDATE$$$$","4319","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","Y","NULL","PCIR009","2017-11-20T11:45:00.000","U"
"2278","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-20T11:45:00.000","$$$$SYSDATE$$$$","4320","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","N","NULL","PCIR009","2017-11-20T11:50:00.000","U"
"2279","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-20T11:50:00.000","$$$$SYSDATE$$$$","4321","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","Y","NULL","PCIR009","2017-11-20T11:50:00.000","U"
"2492","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-20T20:40:00.000","$$$$SYSDATE$$$$","4534","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","N","NULL","PCIR009","2017-11-20T20:45:00.000","U"
"2493","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-20T20:45:00.000","$$$$SYSDATE$$$$","4535","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","Y","NULL","PCIR009","2017-11-20T20:45:01.000","U"
"2494","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-20T20:45:01.000","$$$$SYSDATE$$$$","4536","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","N","NULL","PCIR009","2017-11-20T20:50:00.000","U"
"2495","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-20T20:50:00.000","$$$$SYSDATE$$$$","4537","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","Y","NULL","PCIR009","2017-11-20T20:50:01.000","U"
"2496","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-20T20:50:01.000","$$$$SYSDATE$$$$","4538","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","N","NULL","PCIR009","2017-11-20T20:55:00.000","U"
"2497","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-20T20:55:00.000","$$$$SYSDATE$$$$","4539","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","Y","NULL","PCIR009","2017-11-20T20:55:01.000","U"
"2498","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-20T20:55:01.000","$$$$SYSDATE$$$$","4540","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","N","NULL","PCIR009","2017-11-20T21:00:00.000","U"
"2499","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-20T21:00:00.000","$$$$SYSDATE$$$$","4541","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","Y","NULL","PCIR009","2017-11-20T21:00:00.000","U"
"2500","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-20T21:00:00.000","$$$$SYSDATE$$$$","4542","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","N","NULL","PCIR009","2017-11-20T21:05:00.000","U"
"2501","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-20T21:05:00.000","$$$$SYSDATE$$$$","4543","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","Y","NULL","PCIR009","2017-11-20T21:05:01.000","U"
"2502","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-20T21:05:01.000","$$$$SYSDATE$$$$","4544","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","N","NULL","PCIR009","2017-11-20T21:10:00.000","U"
"2503","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-20T21:10:00.000","$$$$SYSDATE$$$$","4545","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","Y","NULL","PCIR009","2017-11-20T21:10:01.000","U"
"2504","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-20T21:10:01.000","$$$$SYSDATE$$$$","4546","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","N","NULL","PCIR009","2017-11-20T21:15:00.000","U"
"2505","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-20T21:15:00.000","$$$$SYSDATE$$$$","4547","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","Y","NULL","PCIR009","2017-11-20T21:15:01.000","U"
"2506","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-20T21:15:01.000","$$$$SYSDATE$$$$","4548","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","N","NULL","PCIR009","2017-11-20T21:20:00.000","U"
"2507","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-20T21:20:00.000","$$$$SYSDATE$$$$","4549","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","Y","NULL","PCIR009","2017-11-20T21:20:01.000","U"
"2508","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-20T21:20:01.000","$$$$SYSDATE$$$$","4550","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","N","NULL","PCIR009","2017-11-20T21:25:00.000","U"
"2509","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-20T21:25:00.000","$$$$SYSDATE$$$$","4551","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","Y","NULL","PCIR009","2017-11-20T21:25:01.000","U"
"2510","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-20T21:25:01.000","$$$$SYSDATE$$$$","4552","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","N","NULL","PCIR009","2017-11-20T21:30:00.000","U"
"2511","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-20T21:30:00.000","$$$$SYSDATE$$$$","4553","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","Y","NULL","PCIR009","2017-11-20T21:30:01.000","U"
"2512","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-20T21:30:01.000","$$$$SYSDATE$$$$","4554","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","N","NULL","PCIR009","2017-11-20T21:35:00.000","U"
"2513","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-20T21:35:00.000","$$$$SYSDATE$$$$","4555","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","Y","NULL","PCIR009","2017-11-20T21:35:01.000","U"
"2514","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-20T21:35:01.000","$$$$SYSDATE$$$$","4556","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","N","NULL","PCIR009","2017-11-20T21:40:00.000","U"
"2515","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-20T21:40:00.000","$$$$SYSDATE$$$$","4557","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","Y","NULL","PCIR009","2017-11-20T21:40:00.000","U"
"2516","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-20T21:40:00.000","$$$$SYSDATE$$$$","4558","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","N","NULL","PCIR009","2017-11-20T21:45:00.000","U"
"2517","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-20T21:45:00.000","$$$$SYSDATE$$$$","4559","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","Y","NULL","PCIR009","2017-11-20T21:45:01.000","U"
"2518","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-20T21:45:01.000","$$$$SYSDATE$$$$","4560","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","N","NULL","PCIR009","2017-11-20T21:50:00.000","U"
"2519","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-20T21:50:00.000","$$$$SYSDATE$$$$","4561","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","Y","NULL","PCIR009","2017-11-20T21:50:03.000","U"
"2520","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-20T21:50:03.000","$$$$SYSDATE$$$$","4562","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","N","NULL","PCIR009","2017-11-20T21:55:00.000","U"
"2521","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-20T21:55:00.000","$$$$SYSDATE$$$$","4563","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","Y","NULL","PCIR009","2017-11-20T21:55:01.000","U"
"2522","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-20T21:55:01.000","$$$$SYSDATE$$$$","4564","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","N","NULL","PCIR009","2017-11-20T22:00:00.000","U"
"2523","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-20T22:00:00.000","$$$$SYSDATE$$$$","4565","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","Y","NULL","PCIR009","2017-11-20T22:00:01.000","U"
"2524","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-20T22:00:01.000","$$$$SYSDATE$$$$","4566","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","N","NULL","PCIR009","2017-11-20T22:05:01.000","U"
"2525","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-20T22:05:01.000","$$$$SYSDATE$$$$","4567","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","Y","NULL","PCIR009","2017-11-20T22:05:01.000","U"
"2526","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-20T22:05:01.000","$$$$SYSDATE$$$$","4568","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","N","NULL","PCIR009","2017-11-20T22:10:00.000","U"
"2527","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-20T22:10:00.000","$$$$SYSDATE$$$$","4569","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","Y","NULL","PCIR009","2017-11-20T22:10:01.000","U"
"2528","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-20T22:10:00.000","$$$$SYSDATE$$$$","4570","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","N","NULL","PCIR009","2017-11-20T22:15:00.000","U"
"2529","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-20T22:15:00.000","$$$$SYSDATE$$$$","4571","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","Y","NULL","PCIR009","2017-11-20T22:15:01.000","U"
"2530","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-20T22:15:01.000","$$$$SYSDATE$$$$","4572","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","N","NULL","PCIR009","2017-11-20T22:20:00.000","U"
"2531","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-20T22:20:00.000","$$$$SYSDATE$$$$","4573","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","Y","NULL","PCIR009","2017-11-20T22:20:01.000","U"
"2532","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-20T22:20:01.000","$$$$SYSDATE$$$$","4574","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","N","NULL","PCIR009","2017-11-20T22:25:00.000","U"
"2533","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-20T22:25:00.000","$$$$SYSDATE$$$$","4575","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","Y","NULL","PCIR009","2017-11-20T22:25:01.000","U"
"2534","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-20T22:25:01.000","$$$$SYSDATE$$$$","4576","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","N","NULL","PCIR009","2017-11-20T22:30:00.000","U"
"2535","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-20T22:30:00.000","$$$$SYSDATE$$$$","4577","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","Y","NULL","PCIR009","2017-11-20T22:30:01.000","U"
"2536","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-20T22:30:01.000","$$$$SYSDATE$$$$","4578","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","N","NULL","PCIR009","2017-11-20T22:35:00.000","U"
"2537","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-20T22:35:00.000","$$$$SYSDATE$$$$","4579","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","Y","NULL","PCIR009","2017-11-20T22:35:01.000","U"
"2538","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-20T22:35:01.000","$$$$SYSDATE$$$$","4580","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","N","NULL","PCIR009","2017-11-20T22:40:00.000","U"
"2539","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-20T22:40:00.000","$$$$SYSDATE$$$$","4581","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","Y","NULL","PCIR009","2017-11-20T22:40:01.000","U"
"2540","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-20T22:40:01.000","$$$$SYSDATE$$$$","4582","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","N","NULL","PCIR009","2017-11-20T22:45:00.000","U"
"2541","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-20T22:45:00.000","$$$$SYSDATE$$$$","4583","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","Y","NULL","PCIR009","2017-11-20T22:45:01.000","U"
"2542","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-20T22:45:01.000","$$$$SYSDATE$$$$","4584","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","N","NULL","PCIR009","2017-11-20T22:50:00.000","U"
"2543","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-20T22:50:00.000","$$$$SYSDATE$$$$","4585","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","Y","NULL","PCIR009","2017-11-20T22:50:01.000","U"
"2544","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-20T22:50:01.000","$$$$SYSDATE$$$$","4586","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","N","NULL","PCIR009","2017-11-20T22:55:00.000","U"
"2545","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-20T22:55:00.000","$$$$SYSDATE$$$$","4587","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","Y","NULL","PCIR009","2017-11-20T22:55:01.000","U"
"2546","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-20T22:55:01.000","$$$$SYSDATE$$$$","4588","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","N","NULL","PCIR009","2017-11-20T23:00:00.000","U"
"2547","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-20T23:00:00.000","$$$$SYSDATE$$$$","4589","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","Y","NULL","PCIR009","2017-11-20T23:00:01.000","U"
"2548","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-20T23:00:01.000","$$$$SYSDATE$$$$","4590","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","N","NULL","PCIR009","2017-11-20T23:05:00.000","U"
"2549","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-20T23:05:00.000","$$$$SYSDATE$$$$","4591","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","Y","NULL","PCIR009","2017-11-20T23:05:01.000","U"
"2550","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-20T23:05:01.000","$$$$SYSDATE$$$$","4592","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","N","NULL","PCIR009","2017-11-20T23:10:00.000","U"
"2551","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-20T23:10:00.000","$$$$SYSDATE$$$$","4593","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","Y","NULL","PCIR009","2017-11-20T23:10:01.000","U"
"2552","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-20T23:10:01.000","$$$$SYSDATE$$$$","4594","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","N","NULL","PCIR009","2017-11-20T23:15:00.000","U"
"2553","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-20T23:15:00.000","$$$$SYSDATE$$$$","4595","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","Y","NULL","PCIR009","2017-11-20T23:15:01.000","U"
"2554","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-20T23:15:01.000","$$$$SYSDATE$$$$","4596","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","N","NULL","PCIR009","2017-11-20T23:20:00.000","U"
"2555","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-20T23:20:00.000","$$$$SYSDATE$$$$","4597","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","Y","NULL","PCIR009","2017-11-20T23:20:01.000","U"
"2556","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-20T23:20:01.000","$$$$SYSDATE$$$$","4598","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","N","NULL","PCIR009","2017-11-20T23:25:00.000","U"
"2557","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-20T23:25:00.000","$$$$SYSDATE$$$$","4599","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","Y","NULL","PCIR009","2017-11-20T23:25:01.000","U"
"2558","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-20T23:25:01.000","$$$$SYSDATE$$$$","4600","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","N","NULL","PCIR009","2017-11-20T23:30:00.000","U"
"2559","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-20T23:30:00.000","$$$$SYSDATE$$$$","4601","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","Y","NULL","PCIR009","2017-11-20T23:30:01.000","U"
"2560","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-20T23:30:01.000","$$$$SYSDATE$$$$","4602","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","N","NULL","PCIR009","2017-11-20T23:35:00.000","U"
"2561","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-20T23:35:00.000","$$$$SYSDATE$$$$","4603","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","Y","NULL","PCIR009","2017-11-20T23:35:01.000","U"
"2562","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-20T23:35:01.000","$$$$SYSDATE$$$$","4604","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","N","NULL","PCIR009","2017-11-20T23:40:00.000","U"
"2563","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-20T23:40:00.000","$$$$SYSDATE$$$$","4605","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","Y","NULL","PCIR009","2017-11-20T23:40:01.000","U"
