"cd_bene_servizio","ds_bene_servizio","unita_misura","fl_gestione_inventario","fl_gestione_magazzino","cd_voce_iva","cd_categoria_gruppo","dacr","utcr","duva","utuv","pg_ver_rec","ti_bene_servizio","fl_obb_intrastat_acq","fl_obb_intrastat_ven","fl_valido","fl_autofattura","fl_bollo","fl_scadenza","tipo_servizio","tipo_manutenzione","note","tipo_gestione","sconti_applic_invent","cd_gruppo_merceologico","cd_tipo_articolo"
"2439-99-8","glifosina (ISO); N,N-bis(fosfonometil)glicina2439-99-8","N","N","Y","22","9.0","2017-05-19T09:52:42.000","MIGRAZIONE","2003-02-25T10:54:32.000","MIGRAZIONE","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"2451-62-9","1,3,5-tris(ossiranilmetil)-1,3,5-triazin-2,4,6(1H,2451-62-9","N","N","Y","22","9.0","2017-05-19T09:52:42.000","MIGRAZIONE","2003-02-25T10:54:32.000","MIGRAZIONE","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"24602-86-6","tridemorf (ISO); 2,6-dimetil-4-tridecilmorfolina24602-86-6","N","N","Y","22","9.0","2017-05-19T09:52:42.000","MIGRAZIONE","2003-02-25T10:54:32.000","MIGRAZIONE","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"24613-89-6","tris(cromato) di dicromo24613-89-6","N","N","Y","22","9.0","2017-05-19T09:52:42.000","MIGRAZIONE","2003-02-25T10:54:32.000","MIGRAZIONE","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"24691-76-7","piracarbolid (ISO)24691-76-7","N","N","Y","22","9.0","2017-05-19T09:52:42.000","MIGRAZIONE","2003-02-25T10:54:32.000","MIGRAZIONE","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"2475-45-8","1,4,5,8-tetraaminoantrachinone; C.I. Blu Disperso2475-45-8","N","N","Y","22","9.0","2017-05-19T09:52:42.000","MIGRAZIONE","2003-02-25T10:54:32.000","MIGRAZIONE","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"2487-01-6","acetato di medinoterbe (ISO); acetato di 6-terz-bu2487-01-6","N","N","Y","22","9.0","2017-05-19T09:52:42.000","MIGRAZIONE","2003-02-25T10:54:32.000","MIGRAZIONE","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"24934-91-6","clormefos (ISO); ditiofosfato di S-clorometile e O24934-91-6","N","N","Y","22","9.0","2017-05-19T09:52:42.000","MIGRAZIONE","2003-02-25T10:54:32.000","MIGRAZIONE","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"2497-07-6","oxidisulfoton; ditiofosfato di O,O-dietile e di S-2497-07-6","N","N","Y","22","9.0","2017-05-19T09:52:42.000","MIGRAZIONE","2003-02-25T10:54:32.000","MIGRAZIONE","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"2499-95-8","acrilato di esile2499-95-8","N","N","Y","22","9.0","2017-05-19T09:52:42.000","MIGRAZIONE","2003-02-25T10:54:32.000","MIGRAZIONE","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"25057-89-0","bentazone (ISO); 2,2-diossido di 3-isopropil-2,1,325057-89-0","N","N","Y","22","9.0","2017-05-19T09:52:42.000","MIGRAZIONE","2003-02-25T10:54:32.000","MIGRAZIONE","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"25059-78-3","acido 3,6-dicloro-o-anisico, composto con 2,2'-imm25059-78-3","N","N","Y","22","9.0","2017-05-19T09:52:42.000","MIGRAZIONE","2003-02-25T10:54:33.000","MIGRAZIONE","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"25068-38-6","prodotto di reazione: bisfenolo-A-epicloridrina; r25068-38-6","N","N","Y","22","9.0","2017-05-19T09:52:42.000","MIGRAZIONE","2003-02-25T10:54:33.000","MIGRAZIONE","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"2514-53-6","bis(tricloroacetato) di etilene2514-53-6","N","N","Y","22","9.0","2017-05-19T09:52:42.000","MIGRAZIONE","2003-02-25T10:54:33.000","MIGRAZIONE","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"25154-54-5","dinitrobenzene25154-54-5","N","N","Y","22","9.0","2017-05-19T09:52:42.000","MIGRAZIONE","2003-02-25T10:54:33.000","MIGRAZIONE","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"25167-80-0","clorofenolo25167-80-0","N","N","Y","22","9.0","2017-05-19T09:52:42.000","MIGRAZIONE","2003-02-25T10:54:33.000","MIGRAZIONE","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"25168-05-2","clorotoluene25168-05-2","N","N","Y","22","9.0","2017-05-19T09:52:42.000","MIGRAZIONE","2003-02-25T10:54:33.000","MIGRAZIONE","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"25311-71-1","isofenfos (ISO); N-isopropiltiofosforamidato di O-25311-71-1","N","N","Y","22","9.0","2017-05-19T09:52:42.000","MIGRAZIONE","2003-02-25T10:54:33.000","MIGRAZIONE","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"25321-14-6","dinitrotoluene; dinitrotoluene, tecnico25321-14-6","N","N","Y","22","9.0","2017-05-19T09:52:42.000","MIGRAZIONE","2003-02-25T10:54:33.000","MIGRAZIONE","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"2532-43-6","(3-metil-1H-pirazol-5-il)-N,N-dimetil-carbammato2532-43-6","N","N","Y","22","9.0","2017-05-19T09:52:42.000","MIGRAZIONE","2003-02-25T10:54:33.000","MIGRAZIONE","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"2536-05-2","diisocianato di 2,2'-metilendifenile; difenilmetan2536-05-2","N","N","Y","22","9.0","2017-05-19T09:52:42.000","MIGRAZIONE","2003-02-25T10:54:33.000","MIGRAZIONE","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"25366-23-8","tiazfluron (ISO); 1,3-dimetil-1-(5-trifluorometil-25366-23-8","N","N","Y","22","9.0","2017-05-19T09:52:42.000","MIGRAZIONE","2003-02-25T10:54:33.000","MIGRAZIONE","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"25376-45-8","diaminotoluene25376-45-8","N","N","Y","22","9.0","2017-05-19T09:52:42.000","MIGRAZIONE","2003-02-25T10:54:33.000","MIGRAZIONE","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"25402-06-6","2,2-dimetil-3-(2-metilprop-1-enil)ciclopropancarbo25402-06-6","N","N","Y","22","9.0","2017-05-19T09:52:42.000","MIGRAZIONE","2003-02-25T10:54:33.000","MIGRAZIONE","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"2540-82-1","formotion (ISO); ditiofosfato di N-formil-N-metilc2540-82-1","N","N","Y","22","9.0","2017-05-19T09:52:42.000","MIGRAZIONE","2003-02-25T10:54:33.000","MIGRAZIONE","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"25550-51-0","anidride esaidrometilftalica25550-51-0","N","N","Y","22","9.0","2017-05-19T09:52:42.000","MIGRAZIONE","2003-02-25T10:54:33.000","MIGRAZIONE","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"25550-58-7","dinitrofenolo25550-58-7","N","N","Y","22","9.0","2017-05-19T09:52:42.000","MIGRAZIONE","2003-02-25T10:54:33.000","MIGRAZIONE","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"25584-83-2","idrossipropilacrilato (mix)25584-83-2","N","N","Y","22","9.0","2017-05-19T09:52:42.000","MIGRAZIONE","2003-02-25T10:54:33.000","MIGRAZIONE","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"25634-93-9","2-metil-5-fenilpentanol25634-93-9","N","N","Y","22","9.0","2017-05-19T09:52:42.000","MIGRAZIONE","2003-02-25T10:54:33.000","MIGRAZIONE","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"25637-27-8","esapentildistannossano25637-27-8","N","N","Y","22","9.0","2017-05-19T09:52:42.000","MIGRAZIONE","2003-02-25T10:54:33.000","MIGRAZIONE","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"25646-71-3","sesquisolfato di N-(2-(4-amino-N-etil-m-toluidino)25646-71-3","N","N","Y","22","9.0","2017-05-19T09:52:42.000","MIGRAZIONE","2003-02-25T10:54:33.000","MIGRAZIONE","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"25646-77-9","solfato di (4-ammonio-m-tolil)etil(2-idrossietil)a25646-77-9","N","N","Y","22","9.0","2017-05-19T09:52:42.000","MIGRAZIONE","2003-02-25T10:54:33.000","MIGRAZIONE","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"25808-74-6","piombo esafluosilicato25808-74-6","N","N","Y","22","9.0","2017-05-19T09:52:42.000","MIGRAZIONE","2003-02-25T10:54:33.000","MIGRAZIONE","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"2587-90-8","demefion-S (ISO); tiofosfato di dimetile e S-2-met2587-90-8","N","N","Y","22","9.0","2017-05-19T09:52:42.000","MIGRAZIONE","2003-02-25T10:54:33.000","MIGRAZIONE","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"2593-15-9","5-etossi-3-triclorometil-1,2,4-tiadiazole2593-15-9","N","N","Y","22","9.0","2017-05-19T09:52:42.000","MIGRAZIONE","2003-02-25T10:54:33.000","MIGRAZIONE","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"2595-54-2","mecarbame (ISO); ditiofosfato di O,O-dietile e N-e2595-54-2","N","N","Y","22","9.0","2017-05-19T09:52:42.000","MIGRAZIONE","2003-02-25T10:54:33.000","MIGRAZIONE","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"2597-03-7","fentoato (ISO); 2-(dimetossifosfinotioiltio)-2-fen2597-03-7","N","N","Y","22","9.0","2017-05-19T09:52:42.000","MIGRAZIONE","2003-02-25T10:54:33.000","MIGRAZIONE","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"2602-46-2","3,3'-[[1,1'-bifenil]-4,4'-diilbis(azo)]bis[5-amino2602-46-2","N","N","Y","22","9.0","2017-05-19T09:52:42.000","MIGRAZIONE","2003-02-25T10:54:33.000","MIGRAZIONE","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"26087-47-8","tiofosfato di S-benzile e diisopropile26087-47-8","N","N","Y","22","9.0","2017-05-19T09:52:42.000","MIGRAZIONE","2003-02-25T10:54:33.000","MIGRAZIONE","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"26259-45-0","secbumeton (ISO); 2-sec-butilammino-4-etilammino-626259-45-0","N","N","Y","22","9.0","2017-05-19T09:52:42.000","MIGRAZIONE","2003-02-25T10:54:33.000","MIGRAZIONE","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"43151-99-1","4,4'-diammino-2-metilazobenzene43151-99-1","N","N","Y","22","9.0","2017-05-19T09:52:42.000","MIGRAZIONE","2003-02-25T10:54:36.000","MIGRAZIONE","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"43222-48-6","metilsolfato di 1,2-dimetil-3,5-difenilpirazolio43222-48-6","N","N","Y","22","9.0","2017-05-19T09:52:42.000","MIGRAZIONE","2003-02-25T10:54:36.000","MIGRAZIONE","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"4418-26-2","1-(3,4-diidro-6-metil-2,4-diosso-2H-piran-3-iliden4418-26-2","N","N","Y","22","9.0","2017-05-19T09:52:42.000","MIGRAZIONE","2003-02-25T10:54:37.000","MIGRAZIONE","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"4463-59-6","2-(2-bromoetossi)anisolo4463-59-6","N","N","Y","22","9.0","2017-05-19T09:52:42.000","MIGRAZIONE","2003-02-25T10:54:37.000","MIGRAZIONE","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"4464-23-7","diformiato di cadmio4464-23-7","N","N","Y","22","9.0","2017-05-19T09:52:42.000","MIGRAZIONE","2003-02-25T10:54:37.000","MIGRAZIONE","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"4482-55-7","fenuron-TCA; tricloroacetato di 1,1-dimetilfenilur4482-55-7","N","N","Y","22","9.0","2017-05-19T09:52:42.000","MIGRAZIONE","2003-02-25T10:54:37.000","MIGRAZIONE","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"460-19-5","ossalonitrile460-19-5","N","N","Y","22","9.0","2017-05-19T09:52:42.000","MIGRAZIONE","2003-02-25T10:54:37.000","MIGRAZIONE","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"463-04-7","nitrito di pentile; pentile nitrito463-04-7","N","N","Y","22","9.0","2017-05-19T09:52:42.000","MIGRAZIONE","2003-02-25T10:54:37.000","MIGRAZIONE","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"463-56-9","acido tiocianico463-56-9","N","N","Y","22","9.0","2017-05-19T09:52:42.000","MIGRAZIONE","2003-02-25T10:54:37.000","MIGRAZIONE","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"4636-83-3","dicloruro di morfamquat4636-83-3","N","N","Y","22","9.0","2017-05-19T09:52:42.000","MIGRAZIONE","2003-02-25T10:54:37.000","MIGRAZIONE","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"463-71-8","cloruro di tiocarbonile; tiofosgene463-71-8","N","N","Y","22","9.0","2017-05-19T09:52:42.000","MIGRAZIONE","2003-02-25T10:54:37.000","MIGRAZIONE","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"109-86-4","2-metossietanolo; etilenglicol-monometiletere; met109-86-4","N","N","Y","22","9.0","2017-05-19T09:52:42.000","MIGRAZIONE","2003-02-25T10:54:22.000","MIGRAZIONE","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"109-89-7","dietilamina109-89-7","N","N","Y","22","9.0","2017-05-19T09:52:42.000","MIGRAZIONE","2003-02-25T10:54:22.000","MIGRAZIONE","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"109-94-4","formiato di etile109-94-4","N","N","Y","22","9.0","2017-05-19T09:52:42.000","MIGRAZIONE","2003-02-25T10:54:22.000","MIGRAZIONE","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"109-95-5","nitrito di etile; etile nitrito109-95-5","N","N","Y","22","9.0","2017-05-19T09:52:42.000","MIGRAZIONE","2003-02-25T10:54:22.000","MIGRAZIONE","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"109-99-9","tetraidrofurano109-99-9","N","N","Y","22","9.0","2017-05-19T09:52:42.000","MIGRAZIONE","2003-02-25T10:54:22.000","MIGRAZIONE","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"110-01-0","tetraidrotiofene110-01-0","N","N","Y","22","9.0","2017-05-19T09:52:42.000","MIGRAZIONE","2003-02-25T10:54:22.000","MIGRAZIONE","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"AA00222","CARTELLI STRADALI","N","N","Y","22","8.2","2017-05-19T09:52:42.000","MIGRAZIONE","2016-09-12T09:11:52.000","GULLOP","1","B","Y","Y","Y","N","N","N","S","I","NULL","TRA","N","NULL","NULL"
"AA00223","PROVETTE PER ULTRACENTRIFUGA","N","N","Y","22","7.2","2017-05-19T09:52:42.000","MIGRAZIONE","2002-07-02T15:27:55.000","FIORETTOT","1","B","Y","Y","Y","N","N","N","S","I","NULL","MAG","N","NULL","NULL"
"AA00224","BANDIERE","N","N","Y","22","1.998","2017-05-19T09:52:42.000","MIGRAZIONE","2016-09-12T09:12:08.000","GULLOP","1","B","Y","Y","Y","N","N","N","S","I","NULL","TRA","N","NULL","NULL"
"AA00225","ASOLATRICE","N","N","Y","22","1.5201","2017-05-19T09:52:42.000","MIGRAZIONE","2005-11-03T08:51:44.000","FIORETTOT","1","B","Y","Y","N","N","N","N","S","I","NULL","MAG","N","NULL","NULL"
"AA00226","VETRINI COPRIOGGETTO MIS. 18X18 MM.","N","N","Y","22","7.6","2017-05-19T09:52:42.000","MIGRAZIONE","2003-03-21T10:05:45.000","MARRA","1","B","Y","Y","Y","N","N","N","S","I","NULL","MAG","N","NULL","NULL"
"AA00227","COMPONENTISTICA PER AUTOCAMPIONATORE 222XL GILSON","N","N","Y","22","3.3","2017-05-19T09:52:42.000","MIGRAZIONE","2005-11-04T11:33:53.000","FIORETTOT","1","B","Y","Y","N","N","N","N","S","I","NULL","MAG","Y","NULL","NULL"
"AA00228","VASI ESPANSIONE","N","N","Y","22","8.5","2017-05-19T09:52:42.000","MIGRAZIONE","2002-07-15T14:52:56.000","FIORETTOT","1","B","Y","Y","Y","N","N","N","S","I","NULL","MAG","N","NULL","NULL"
"AA00229","VALVOLE IGROSCOPICHE","N","N","Y","22","8.5","2017-05-19T09:52:42.000","MIGRAZIONE","2002-07-15T15:40:16.000","FIORETTOT","1","B","Y","Y","Y","N","N","N","S","I","NULL","MAG","N","NULL","NULL"
"AA00230","VALVOLA F.A.","N","N","Y","22","8.5","2017-05-19T09:52:42.000","MIGRAZIONE","2002-07-15T15:41:28.000","FIORETTOT","1","B","Y","Y","Y","N","N","N","S","I","NULL","MAG","N","NULL","NULL"
"AA00231","CIRCOLATORE","N","N","Y","22","8.5","2017-05-19T09:52:42.000","MIGRAZIONE","2002-07-15T15:42:51.000","FIORETTOT","1","B","Y","Y","Y","N","N","N","S","I","NULL","MAG","N","NULL","NULL"
"AA00232","BOCCHETTONI","N","N","Y","22","8.5","2017-05-19T09:52:42.000","MIGRAZIONE","2002-07-15T15:45:05.000","FIORETTOT","1","B","Y","Y","Y","N","N","N","S","I","NULL","MAG","N","NULL","NULL"
"AA00233","COLLANTE","N","N","Y","22","8.5","2017-05-19T09:52:42.000","MIGRAZIONE","2002-07-15T15:46:36.000","FIORETTOT","1","B","Y","Y","Y","N","N","N","S","I","NULL","MAG","N","NULL","NULL"
"AA00234","GOMMA TAPPETO","N","N","Y","22","8.5","2017-05-19T09:52:42.000","MIGRAZIONE","2002-07-15T15:48:24.000","FIORETTOT","1","B","Y","Y","Y","N","N","N","S","I","NULL","MAG","N","NULL","NULL"
"AA00235","SFERA PVC","N","N","Y","22","8.5","2017-05-19T09:52:42.000","MIGRAZIONE","2002-07-15T15:50:06.000","FIORETTOT","1","B","Y","Y","Y","N","N","N","S","I","NULL","MAG","N","NULL","NULL"
"AA00236","SERBATOIO","N","N","Y","22","8.5","2017-05-19T09:52:42.000","MIGRAZIONE","2016-09-12T09:13:00.000","GULLOP","1","B","Y","Y","Y","N","N","N","S","I","NULL","TRA","N","NULL","NULL"
"AA00237","MASCHERE PROTEZIONE","N","N","Y","22","8.5","2017-05-19T09:52:42.000","MIGRAZIONE","2002-07-15T16:01:58.000","FIORETTOT","1","B","Y","Y","Y","N","N","N","S","I","NULL","MAG","N","NULL","NULL"
"AA00238","CARTUCCE GAS","N","N","Y","22","8.5","2017-05-19T09:52:42.000","MIGRAZIONE","2002-07-15T16:03:28.000","FIORETTOT","1","B","Y","Y","Y","N","N","N","S","I","NULL","MAG","N","NULL","NULL"
"AA00239","GUARNIZIONI PASSO D'UOMO","N","N","Y","22","8.5","2017-05-19T09:52:42.000","MIGRAZIONE","2002-07-15T16:05:00.000","FIORETTOT","1","B","Y","Y","Y","N","N","N","S","I","NULL","MAG","N","NULL","NULL"
"AA00240","ELEMENTI FARAL","N","N","Y","22","8.5","2017-05-19T09:52:42.000","MIGRAZIONE","2002-07-15T16:06:29.000","FIORETTOT","1","B","Y","Y","Y","N","N","N","S","I","NULL","MAG","N","NULL","NULL"
"AA00241","CORONE","N","N","Y","22","8.5","2017-05-19T09:52:42.000","MIGRAZIONE","2002-07-15T16:07:27.000","FIORETTOT","1","B","Y","Y","Y","N","N","N","S","I","NULL","MAG","N","NULL","NULL"
"AA00242","PORTACORONE","N","N","Y","22","8.5","2017-05-19T09:52:42.000","MIGRAZIONE","2002-07-15T16:08:48.000","FIORETTOT","1","B","Y","Y","Y","N","N","N","S","I","NULL","MAG","N","NULL","NULL"
"AA00243","ADATTATORI","N","N","Y","22","8.5","2017-05-19T09:52:42.000","MIGRAZIONE","2002-07-15T16:33:09.000","FIORETTOT","1","B","Y","Y","Y","N","N","N","S","I","NULL","MAG","N","NULL","NULL"
"AA00244","GUARNIZIONI ARMATE","N","N","Y","22","8.5","2017-05-19T09:52:42.000","MIGRAZIONE","2002-07-15T16:34:37.000","FIORETTOT","1","B","Y","Y","Y","N","N","N","S","I","NULL","MAG","N","NULL","NULL"
"AA00245","STAFFE","N","N","Y","22","8.2","2017-05-19T09:52:42.000","MIGRAZIONE","2016-09-12T09:13:31.000","GULLOP","1","B","Y","Y","Y","N","N","N","S","I","NULL","TRA","N","NULL","NULL"
"AA00246","PIANI IN LEGNO","N","N","Y","22","8.0","2017-05-19T09:52:42.000","MIGRAZIONE","2016-09-12T09:13:45.000","GULLOP","1","B","Y","Y","Y","N","N","N","S","I","NULL","TRA","N","NULL","NULL"
"AA00247","MULTISTRATO LEGNO","N","N","Y","22","8.0","2017-05-19T09:52:42.000","MIGRAZIONE","2016-09-12T09:13:57.000","GULLOP","1","B","Y","Y","Y","N","N","N","S","I","NULL","TRA","N","NULL","NULL"
"AA00248","COMPENSATO","N","N","Y","22","8.0","2017-05-19T09:52:42.000","MIGRAZIONE","2016-09-12T09:14:08.000","GULLOP","1","B","Y","Y","Y","N","N","N","S","I","NULL","TRA","N","NULL","NULL"
"AA00249","SEMICERCHIO","N","N","Y","22","8.0","2017-05-19T09:52:42.000","MIGRAZIONE","2016-09-12T09:14:19.000","GULLOP","1","B","Y","Y","Y","N","N","N","S","I","NULL","TRA","N","NULL","NULL"
"AA00250","PORTASACCHI","N","N","Y","22","1.2202","2017-05-19T09:52:42.000","MIGRAZIONE","2016-09-12T09:14:28.000","GULLOP","1","B","Y","Y","Y","N","N","N","S","I","NULL","TRA","N","NULL","NULL"
"AA00251","COPERCHI BIDONI (NON INV.)","N","N","Y","22","3.3161","2017-05-19T09:52:42.000","MIGRAZIONE","2005-11-04T13:04:38.000","FIORETTOT","1","B","Y","Y","N","N","N","N","S","I","NULL","TRA","N","NULL","NULL"
"AA00252","PALETTI PARAPEDONALI","N","N","Y","22","3.9001","2017-05-19T09:52:42.000","MIGRAZIONE","2016-09-12T09:14:47.000","GULLOP","1","B","Y","Y","Y","N","N","N","S","I","NULL","TRA","N","NULL","NULL"
"AA00253","PUNTE PER TRAPANO","N","N","Y","22","8.2","2017-05-19T09:52:42.000","MIGRAZIONE","2007-03-15T09:54:30.000","FIORETTOT","1","B","Y","Y","Y","N","N","N","S","I","NULL","TRA","N","NULL","NULL"
"AA00254","GUANTI MON.NITR. NON STER. MIS. M RESIST.SOLV., TAGLIO, FOR. CONF.NORME EN 455 374 SPESS.=>0,12 MM","N","N","Y","22","7.8","2017-05-19T09:52:42.000","MIGRAZIONE","2008-09-23T12:26:41.000","DAQUINOC","1","B","Y","Y","Y","N","N","N","S","I","NULL","MAG","N","NULL","NULL"
"AA00256","IMBUTI POLIP. DIAM.MM 65 ANALISI AUTOCALV. FINO A120C","N","N","Y","22","7.1","2017-05-19T09:52:42.000","MIGRAZIONE","2002-10-04T11:31:15.000","FIORETTOT","1","B","Y","Y","Y","N","N","N","S","I","NULL","MAG","N","NULL","NULL"
"AA00257","IMBUTI POLIP. DIAM.MM100 PER POLVERI AUTOCLAV.FINO A 120?C","N","N","Y","22","7.1","2017-05-19T09:52:42.000","MIGRAZIONE","2008-09-26T12:02:55.000","DAQUINOC","1","B","Y","Y","Y","N","N","N","S","I","NULL","MAG","N","NULL","NULL"
"AA00258","CARICA BATTERIE","N","N","Y","22","8.3","2017-05-19T09:52:42.000","MIGRAZIONE","2016-09-12T09:15:03.000","GULLOP","1","B","Y","Y","Y","N","N","N","S","I","NULL","TRA","N","NULL","NULL"
"AA00260","MULTIBOX","N","N","Y","22","7.0","2017-05-19T09:52:42.000","MIGRAZIONE","2016-09-12T09:16:11.000","GULLOP","1","B","Y","Y","Y","N","N","N","S","I","NULL","TRA","N","NULL","NULL"
"AA00261","SACCHETTI PER STERILIZZAZIONE","N","N","Y","22","7.9","2017-05-19T09:52:42.000","MIGRAZIONE","2016-09-12T09:16:23.000","GULLOP","1","B","Y","Y","Y","N","N","N","S","I","NULL","TRA","N","NULL","NULL"
"AA00262","SACCHETTI ZIP","N","N","Y","22","7.8","2017-05-19T09:52:42.000","MIGRAZIONE","2016-09-12T09:16:43.000","GULLOP","1","B","Y","Y","Y","N","N","N","S","I","NULL","TRA","N","NULL","NULL"
"AA00263","SUPERCOLLA","N","N","Y","22","8.0","2017-05-19T09:52:42.000","MIGRAZIONE","2016-09-12T09:16:54.000","GULLOP","1","B","Y","Y","Y","N","N","N","S","I","NULL","TRA","N","NULL","NULL"
"AA00264","BEAKER GRADUATO","N","N","Y","22","7.2","2017-05-19T09:52:42.000","MIGRAZIONE","2002-07-29T14:28:39.000","FIORETTOT","1","B","Y","Y","Y","N","N","N","S","I","NULL","MAG","N","NULL","NULL"
"AA00265","CALCOLATRICE","N","N","Y","22","8.1","2017-05-19T09:52:42.000","MIGRAZIONE","2016-09-12T09:17:39.000","GULLOP","1","B","Y","Y","Y","N","N","N","S","I","NULL","TRA","Y","NULL","NULL"
"AA00266","CROGIUOLO","N","N","Y","22","7.1","2017-05-19T09:52:42.000","MIGRAZIONE","2016-09-12T09:17:55.000","GULLOP","1","B","Y","Y","Y","N","N","N","S","I","NULL","TRA","N","NULL","NULL"
"AA00267","MATRACCIO ERLENMEYER PP CL TV","N","N","Y","22","7.1","2017-05-19T09:52:42.000","MIGRAZIONE","2002-07-29T14:36:22.000","FIORETTOT","1","B","Y","Y","Y","N","N","N","S","I","NULL","MAG","N","NULL","NULL"
"AA00268","BERGAMON BETA","N","N","Y","22","7.8","2017-05-19T09:52:42.000","MIGRAZIONE","2016-09-12T09:18:13.000","GULLOP","1","B","Y","Y","Y","N","N","N","S","I","NULL","TRA","N","NULL","NULL"
"AA00269","SACCHETTI POLITENE","N","N","Y","22","7.9","2017-05-19T09:52:42.000","MIGRAZIONE","2016-09-12T09:18:26.000","GULLOP","1","B","Y","Y","Y","N","N","N","S","I","NULL","TRA","N","NULL","NULL"
"AA00270","ROTOLI CARTA","N","N","Y","22","8.1","2017-05-19T09:52:42.000","MIGRAZIONE","2015-01-09T07:53:37.000","GULLOP","1","B","Y","Y","Y","N","N","N","S","I","NULL","TRA","N","NULL","NULL"
